Trinity_protein	sseqid.x	evalue.x
TRINITY_DN4611_c0_g1_i6	sp|P29356|ALF_SPIOL	5.72e-145
TRINITY_DN4611_c0_g1_i5	sp|P29356|ALF_SPIOL	6.02e-145
TRINITY_DN4611_c0_g1_i3	sp|P29356|ALF_SPIOL	1.96e-143
TRINITY_DN4611_c0_g1_i7	sp|P29356|ALF_SPIOL	6.39e-144
TRINITY_DN4611_c2_g1_i1	sp|Q9LF98|ALFC8_ARATH	6.58e-32
TRINITY_DN4671_c1_g2_i4	sp|Q6FNV4|SC131_CANGA	1.19e-73
TRINITY_DN4671_c1_g2_i2	sp|Q6FNV4|SC131_CANGA	1.26e-73
TRINITY_DN4671_c1_g2_i1	sp|Q6FNV4|SC131_CANGA	1.76e-74
TRINITY_DN4682_c0_g1_i3	sp|Q0IMS9|KN14Q_ORYSJ	8.44e-50
TRINITY_DN4682_c0_g1_i1	sp|Q0IMS9|KN14Q_ORYSJ	4.75e-49
TRINITY_DN4679_c3_g1_i1	sp|P55931|ETFD_PIG	0
TRINITY_DN4641_c0_g1_i1	sp|Q9XGX8|TIM9_MESCR	1.73e-19
TRINITY_DN4641_c0_g1_i4	sp|Q9XGX8|TIM9_MESCR	1.76e-18
TRINITY_DN4641_c0_g1_i3	sp|Q9XGX8|TIM9_MESCR	7.32e-19
TRINITY_DN4619_c0_g1_i4	sp|Q0A8K3|MUTS_ALKEH	0.058
TRINITY_DN4619_c0_g1_i5	sp|A7NRY4|COXX_ROSCS	0.28
TRINITY_DN4619_c0_g1_i3	sp|Q65KK1|MTNK_BACLD	0.78
TRINITY_DN4602_c2_g2_i1	sp|Q9NRA0|SPHK2_HUMAN	3.5e-52
TRINITY_DN4630_c0_g1_i3	sp|Q7ZW57|CCD89_XENLA	0.67
TRINITY_DN4630_c0_g1_i6	sp|Q7ZW57|CCD89_XENLA	0.69
TRINITY_DN4630_c0_g1_i5	sp|Q7ZW57|CCD89_XENLA	0.7
TRINITY_DN4686_c0_g1_i3	sp|Q9VB74|NKAP_DROME	7.4e-54
TRINITY_DN4686_c0_g1_i1	sp|Q9VB74|NKAP_DROME	9.92e-54
TRINITY_DN4686_c0_g1_i4	sp|Q9VB74|NKAP_DROME	1.04e-53
TRINITY_DN4609_c0_g1_i6	sp|Q9CPU4|MGST3_MOUSE	3.55e-18
TRINITY_DN4609_c0_g1_i5	sp|Q9CPU4|MGST3_MOUSE	3.38e-18
TRINITY_DN4609_c0_g1_i4	sp|Q9CPU4|MGST3_MOUSE	6.55e-16
TRINITY_DN4609_c0_g1_i9	sp|Q9CPU4|MGST3_MOUSE	1.15e-17
TRINITY_DN4609_c0_g1_i7	sp|Q3T100|MGST3_BOVIN	1.31e-18
TRINITY_DN4609_c0_g1_i1	sp|Q9CPU4|MGST3_MOUSE	3.22e-18
TRINITY_DN4609_c0_g1_i10	sp|Q9CPU4|MGST3_MOUSE	1.12e-17
TRINITY_DN4609_c0_g1_i8	sp|Q9CPU4|MGST3_MOUSE	3.07e-18
TRINITY_DN4609_c0_g1_i3	sp|Q9CPU4|MGST3_MOUSE	6.89e-16
TRINITY_DN4689_c0_g1_i3	sp|Q5R4G6|CUL1_PONAB	0
TRINITY_DN4689_c0_g1_i2	sp|Q99471|PFD5_HUMAN	3.35e-41
TRINITY_DN4640_c0_g1_i2	sp|Q9ZSK4|ADF3_ARATH	5.06e-18
TRINITY_DN4640_c0_g1_i5	sp|Q6C0Y0|COFI_YARLI	1.03e-12
TRINITY_DN4640_c0_g1_i3	sp|Q9ZSK4|ADF3_ARATH	1.27e-26
TRINITY_DN4605_c0_g1_i3	sp|O27296|QUED_METTH	1.94e-15
TRINITY_DN4605_c0_g1_i2	sp|O27296|QUED_METTH	3.05e-13
TRINITY_DN4605_c0_g1_i1	sp|O27296|QUED_METTH	6.27e-13
TRINITY_DN4605_c0_g1_i4	sp|O27296|QUED_METTH	3.66e-13
TRINITY_DN4694_c0_g1_i2	sp|Q9NZT1|CALL5_HUMAN	0.047
TRINITY_DN4694_c0_g1_i4	sp|Q9NZT1|CALL5_HUMAN	0.047
TRINITY_DN4694_c0_g1_i3	sp|Q9NZT1|CALL5_HUMAN	0.048
TRINITY_DN4694_c0_g1_i5	sp|Q9NZT1|CALL5_HUMAN	0.044
TRINITY_DN4694_c0_g1_i1	sp|Q9NZT1|CALL5_HUMAN	0.046
TRINITY_DN4654_c0_g1_i1	sp|Q29RZ4|ZNF2_BOVIN	2.23e-32
TRINITY_DN4654_c0_g1_i1	sp|Q29RZ4|ZNF2_BOVIN	7.27e-32
TRINITY_DN4654_c0_g1_i1	sp|Q29RZ4|ZNF2_BOVIN	2.32e-31
TRINITY_DN4654_c0_g1_i1	sp|Q29RZ4|ZNF2_BOVIN	1.47e-29
TRINITY_DN4654_c0_g1_i1	sp|Q29RZ4|ZNF2_BOVIN	4.7e-29
TRINITY_DN4654_c0_g1_i1	sp|Q29RZ4|ZNF2_BOVIN	6.31e-22
TRINITY_DN4638_c0_g1_i14	sp|Q4VNK0|SMTA_BRAOT	2.45e-47
TRINITY_DN4638_c0_g1_i11	sp|Q4VNK0|SMTA_BRAOT	4.56e-47
TRINITY_DN4638_c0_g1_i2	sp|Q4VNK0|SMTA_BRAOT	1.9e-47
TRINITY_DN4638_c0_g1_i6	sp|Q4VNK0|SMTA_BRAOT	1.23e-47
TRINITY_DN4638_c0_g1_i8	sp|Q4VNK0|SMTA_BRAOT	6.57e-48
TRINITY_DN4638_c0_g1_i13	sp|Q9FUN0|HMT1_MAIZE	3.87e-42
TRINITY_DN4638_c0_g1_i5	sp|Q4VNK0|SMTA_BRAOT	1.68e-47
TRINITY_DN4695_c2_g1_i1	sp|Q9VZ23|RAN_DROME	1.02e-129
TRINITY_DN4652_c0_g1_i3	sp|O23894|PRS6A_BRACM	0
TRINITY_DN4639_c0_g1_i2	sp|P39724|BOL3_YEAST	1.06e-09
TRINITY_DN4639_c0_g1_i3	sp|P39724|BOL3_YEAST	2.8e-09
TRINITY_DN4639_c0_g1_i1	sp|P39724|BOL3_YEAST	2.12e-09
TRINITY_DN4656_c0_g3_i1	sp|Q3ZBL5|PTH2_BOVIN	7.99e-52
TRINITY_DN4612_c0_g1_i27	sp|Q09172|PP2C2_SCHPO	6.86e-37
TRINITY_DN4612_c0_g1_i2	sp|Q09172|PP2C2_SCHPO	2.19e-37
TRINITY_DN4612_c0_g1_i30	sp|Q09172|PP2C2_SCHPO	6.97e-37
TRINITY_DN4612_c0_g1_i3	sp|Q09172|PP2C2_SCHPO	2.36e-37
TRINITY_DN4612_c0_g1_i32	sp|Q09172|PP2C2_SCHPO	2.29e-37
TRINITY_DN4612_c0_g1_i20	sp|Q09172|PP2C2_SCHPO	6.78e-37
TRINITY_DN4685_c1_g1_i2	sp|P55036|PSMD4_HUMAN	1.29e-105
TRINITY_DN4685_c1_g1_i1	sp|P55036|PSMD4_HUMAN	1.24e-105
TRINITY_DN4684_c0_g1_i2	sp|Q0IIM2|ARL6_BOVIN	1.94e-63
TRINITY_DN4684_c0_g1_i1	sp|Q0IIM2|ARL6_BOVIN	6.15e-63
TRINITY_DN4684_c0_g1_i4	sp|Q0IIM2|ARL6_BOVIN	1.73e-62
TRINITY_DN4648_c0_g3_i1	sp|P36993|PPM1B_MOUSE	3.69e-32
TRINITY_DN4648_c0_g2_i4	sp|Q09172|PP2C2_SCHPO	1.6e-35
TRINITY_DN4648_c0_g2_i7	sp|Q09172|PP2C2_SCHPO	2.42e-35
TRINITY_DN4648_c0_g2_i2	sp|Q09172|PP2C2_SCHPO	1.76e-35
TRINITY_DN4648_c0_g2_i3	sp|Q09172|PP2C2_SCHPO	1.87e-35
TRINITY_DN4648_c0_g2_i8	sp|Q09172|PP2C2_SCHPO	2.1e-35
TRINITY_DN4648_c0_g2_i5	sp|P21538|REB1_YEAST	0.1
TRINITY_DN4693_c0_g1_i6	sp|A8AXH8|RNH2_STRGC	0.95
TRINITY_DN4693_c0_g1_i2	sp|A8AXH8|RNH2_STRGC	0.98
TRINITY_DN4693_c0_g1_i1	sp|A8AXH8|RNH2_STRGC	0.9
TRINITY_DN4693_c0_g1_i5	sp|A8AXH8|RNH2_STRGC	0.92
TRINITY_DN4693_c0_g1_i4	sp|A8AXH8|RNH2_STRGC	0.93
TRINITY_DN4603_c0_g1_i1	sp|Q8TC92|ENOX1_HUMAN	4.83e-49
TRINITY_DN4603_c0_g1_i2	sp|Q8TC92|ENOX1_HUMAN	1.46e-47
TRINITY_DN4673_c0_g1_i3	sp|Q9W4E2|NBEA_DROME	0.18
TRINITY_DN4672_c0_g1_i1	sp|P46822|KLC_CAEEL	3.33e-13
TRINITY_DN4672_c0_g1_i1	sp|P46822|KLC_CAEEL	1.45e-08
TRINITY_DN4672_c0_g1_i1	sp|P46822|KLC_CAEEL	4.44e-07
TRINITY_DN4672_c0_g1_i1	sp|P46822|KLC_CAEEL	4.48e-07
TRINITY_DN4672_c0_g1_i1	sp|P46822|KLC_CAEEL	0.003
TRINITY_DN4672_c0_g1_i1	sp|P46822|KLC_CAEEL	0.016
TRINITY_DN4672_c0_g1_i6	sp|Q7Z494|NPHP3_HUMAN	8.49e-14
TRINITY_DN4672_c0_g1_i6	sp|Q7Z494|NPHP3_HUMAN	8.67e-10
TRINITY_DN4672_c0_g1_i6	sp|Q7Z494|NPHP3_HUMAN	9.13e-05
TRINITY_DN4672_c0_g1_i6	sp|Q7Z494|NPHP3_HUMAN	0.015
TRINITY_DN4672_c0_g1_i3	sp|P46822|KLC_CAEEL	4.42e-13
TRINITY_DN4672_c0_g1_i3	sp|P46822|KLC_CAEEL	1.85e-08
TRINITY_DN4672_c0_g1_i3	sp|P46822|KLC_CAEEL	5.77e-07
TRINITY_DN4672_c0_g1_i3	sp|P46822|KLC_CAEEL	5.92e-07
TRINITY_DN4672_c0_g1_i3	sp|P46822|KLC_CAEEL	0.000361
TRINITY_DN4672_c0_g1_i3	sp|P46822|KLC_CAEEL	0.02
TRINITY_DN4672_c0_g1_i4	sp|Q7Z494|NPHP3_HUMAN	4.79e-14
TRINITY_DN4672_c0_g1_i4	sp|Q7Z494|NPHP3_HUMAN	4.58e-10
TRINITY_DN4672_c0_g1_i4	sp|Q7Z494|NPHP3_HUMAN	7.07e-05
TRINITY_DN4672_c0_g1_i4	sp|Q7Z494|NPHP3_HUMAN	0.000352
TRINITY_DN4672_c0_g1_i4	sp|Q7Z494|NPHP3_HUMAN	0.002
TRINITY_DN4672_c0_g1_i4	sp|Q7Z494|NPHP3_HUMAN	0.38
TRINITY_DN4607_c0_g1_i1	sp|A7TIJ7|RSSA2_VANPO	4.2
TRINITY_DN4607_c0_g1_i10	sp|A7TIJ7|RSSA2_VANPO	3.6
TRINITY_DN4607_c0_g1_i5	sp|A7TIJ7|RSSA2_VANPO	2.4
TRINITY_DN4607_c0_g1_i3	sp|P30673|GH_MUHVS	6.2
TRINITY_DN4607_c0_g1_i9	sp|A7TIJ7|RSSA2_VANPO	3.6
TRINITY_DN18653_c0_g1_i2	sp|P31320|KAPR_BLAEM	5.56e-59
TRINITY_DN18653_c0_g1_i2	sp|P31320|KAPR_BLAEM	7.31e-06
TRINITY_DN18653_c0_g1_i1	sp|P31320|KAPR_BLAEM	7.16e-59
TRINITY_DN18653_c0_g1_i1	sp|P31320|KAPR_BLAEM	7.55e-06
TRINITY_DN18624_c3_g1_i4	sp|Q6F7Y7|Y3137_ACIAD	4.6
TRINITY_DN18624_c3_g1_i6	sp|Q6F7Y7|Y3137_ACIAD	5
TRINITY_DN18624_c1_g1_i7	sp|P34117|CDK5_DICDI	9.09e-157
TRINITY_DN18624_c1_g1_i11	sp|P34117|CDK5_DICDI	2.27e-153
TRINITY_DN18624_c1_g1_i4	sp|P34117|CDK5_DICDI	1.42e-152
TRINITY_DN18624_c1_g1_i10	sp|P34117|CDK5_DICDI	9.41e-157
TRINITY_DN18624_c3_g3_i2	sp|Q3SEK0|CATR5_PARTE	5.93e-66
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	2.27e-15
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	2.93e-14
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	6.59e-13
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	2.19e-12
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	3.49e-12
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	2.36e-11
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	2.21e-10
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	9.18e-09
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	3.37e-08
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	2.19e-07
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	7.44e-07
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	2.4e-06
TRINITY_DN18605_c0_g1_i3	sp|Q4UMH6|Y381_RICFE	0.021
TRINITY_DN18605_c0_g2_i1	sp|P0DL10|TD1_MAIZE	0.14
TRINITY_DN18647_c0_g2_i1	sp|Q8BR76|MKS3_MOUSE	7.3
TRINITY_DN18647_c0_g1_i1	sp|Q2LKV2|NL1B4_MOUSE	0.16
TRINITY_DN18684_c0_g2_i1	sp|Q940Q8|IX10L_ARATH	9.75e-07
TRINITY_DN18684_c0_g1_i1	sp|Q6NMM8|F8H_ARATH	5.74e-09
TRINITY_DN18644_c0_g2_i1	sp|Q9P2K1|C2D2A_HUMAN	1.96e-26
TRINITY_DN18634_c0_g2_i1	sp|P04920|B3A2_HUMAN	0
TRINITY_DN18638_c0_g1_i1	sp|Q28BX9|C2CD5_XENTR	6.64e-18
TRINITY_DN18657_c0_g2_i3	sp|B9LIH9|PANC_CHLSY	2.67e-60
TRINITY_DN18657_c0_g2_i2	sp|B9LIH9|PANC_CHLSY	1.31e-60
TRINITY_DN18657_c0_g2_i4	sp|B9LIH9|PANC_CHLSY	1.15e-60
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	1.78e-06
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	3.09e-06
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	3.48e-06
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	1.99e-05
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	4.44e-05
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	0.000664
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	0.23
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	1.4
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	1.8
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	4.6
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	6.5
TRINITY_DN18687_c0_g1_i5	sp|Q6H236|PEG3_BOVIN	8.2
TRINITY_DN18627_c0_g1_i2	sp|A5GA37|UBIE_GEOUR	2.23e-32
TRINITY_DN18627_c0_g1_i1	sp|A5GA37|UBIE_GEOUR	3.48e-32
TRINITY_DN18661_c0_g1_i1	sp|Q6TNJ1|KRIT1_BOVIN	0.79
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	6.8e-28
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	2.8e-25
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	2.32e-23
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	1.43e-22
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	1.83e-22
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	3.34e-22
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	3.55e-22
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	2.58e-21
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	5.73e-21
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	2.03e-20
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	3.9e-20
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	3.38e-16
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	1.51e-11
TRINITY_DN18669_c0_g1_i3	sp|O43296|ZN264_HUMAN	3.18e-06
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	9.66e-29
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	5.64e-25
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	2.42e-24
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	2.02e-23
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	3.18e-23
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	4.22e-23
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	2.8e-21
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	1.96e-20
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	5.17e-19
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	4.3e-16
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	1.34e-14
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	9.94e-14
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	1.67e-09
TRINITY_DN18669_c0_g1_i7	sp|Q8BQC8|RBAK_MOUSE	0.00029
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	3.3e-28
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	7.75e-26
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	5.11e-25
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	1.22e-24
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	1.84e-24
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	1.73e-23
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	7.2e-23
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	2.45e-20
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	7.76e-20
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	1.44e-15
TRINITY_DN18669_c0_g1_i2	sp|Q8IYN0|ZN100_HUMAN	9.75e-07
TRINITY_DN18614_c0_g1_i3	sp|H2LRU7|PKD2_ORYLA	1.86e-09
TRINITY_DN18614_c0_g1_i2	sp|H2LRU7|PKD2_ORYLA	6.74e-10
TRINITY_DN18614_c1_g1_i4	sp|Q6IVV8|PKD2_DANRE	1.56e-10
TRINITY_DN18614_c1_g1_i3	sp|H2LRU7|PKD2_ORYLA	4.65e-12
TRINITY_DN18614_c1_g1_i5	sp|H2LRU7|PKD2_ORYLA	4.88e-12
TRINITY_DN18614_c1_g1_i1	sp|Q6IVV8|PKD2_DANRE	1.72e-10
TRINITY_DN18614_c1_g1_i7	sp|Q6IVV8|PKD2_DANRE	1.61e-10
TRINITY_DN18656_c1_g4_i2	sp|Q2S204|RF3_SALRD	0.52
TRINITY_DN18656_c1_g4_i1	sp|Q2S204|RF3_SALRD	0.58
TRINITY_DN18606_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	4.11e-11
TRINITY_DN18606_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	1.54e-09
TRINITY_DN18606_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	4.12e-08
TRINITY_DN18606_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	5.77e-07
TRINITY_DN18606_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	7.59e-07
TRINITY_DN18606_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	0.002
TRINITY_DN18606_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	0.057
TRINITY_DN18639_c0_g1_i8	sp|O50055|COL1_ARATH	4.24e-09
TRINITY_DN18639_c0_g1_i8	sp|O50055|COL1_ARATH	1.48e-08
TRINITY_DN18639_c0_g1_i5	sp|O50055|COL1_ARATH	3.6e-09
TRINITY_DN18639_c0_g1_i5	sp|O50055|COL1_ARATH	1.09e-08
TRINITY_DN18603_c0_g1_i1	sp|Q8LPL6|AP2A1_ARATH	2.98e-148
TRINITY_DN18603_c0_g1_i1	sp|Q8LPL6|AP2A1_ARATH	6.59e-07
TRINITY_DN18618_c0_g2_i1	sp|Q3AU90|ZUPT_CHLCH	1.08e-44
TRINITY_DN18681_c0_g3_i1	sp|P59045|NAL11_HUMAN	3.2
TRINITY_DN18774_c0_g1_i1	sp|Q8L840|RQL4A_ARATH	8.13e-10
TRINITY_DN18715_c0_g2_i4	sp|Q6P9R2|OXSR1_MOUSE	7.07e-64
TRINITY_DN18715_c0_g2_i1	sp|Q6P9R2|OXSR1_MOUSE	1.29e-62
TRINITY_DN18780_c0_g2_i3	sp|O75122|CLAP2_HUMAN	4.4e-20
TRINITY_DN18780_c0_g2_i2	sp|O75122|CLAP2_HUMAN	4.94e-20
TRINITY_DN18767_c0_g2_i1	sp|A5PMR2|UBP33_DANRE	2.19e-51
TRINITY_DN18767_c0_g2_i1	sp|A5PMR2|UBP33_DANRE	1.64e-14
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	1.39e-34
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	9.8e-30
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	7.08e-29
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	2.21e-28
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	1.67e-26
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	5.39e-24
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	3.07e-17
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	1.8e-12
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	3.8e-07
TRINITY_DN18719_c0_g1_i1	sp|Q06730|ZN33A_HUMAN	5.14e-07
TRINITY_DN18737_c0_g1_i1	sp|Q9P0U3|SENP1_HUMAN	2.78e-74
TRINITY_DN18769_c0_g1_i3	sp|P55577|Y4NA_SINFN	1.63e-138
TRINITY_DN18769_c0_g1_i1	sp|P55577|Y4NA_SINFN	9.54e-139
TRINITY_DN18769_c0_g1_i2	sp|P55577|Y4NA_SINFN	7.83e-139
TRINITY_DN18785_c0_g5_i1	sp|Q4KMD7|STPAP_DANRE	2.7e-34
TRINITY_DN18785_c0_g3_i1	sp|Q5EAR5|TRPT1_DANRE	5.87e-36
TRINITY_DN18700_c0_g1_i2	sp|Q02485|CAC1S_RAT	6.83e-05
TRINITY_DN18700_c0_g1_i1	sp|Q02485|CAC1S_RAT	6.57e-05
TRINITY_DN18796_c0_g1_i2	sp|F4HPR5|DRP5A_ARATH	2.67e-21
TRINITY_DN18796_c0_g1_i1	sp|F4HPR5|DRP5A_ARATH	2.28e-21
TRINITY_DN18796_c0_g1_i4	sp|F4HPR5|DRP5A_ARATH	2.96e-21
TRINITY_DN18796_c0_g1_i6	sp|F4HPR5|DRP5A_ARATH	2.74e-21
TRINITY_DN18736_c1_g1_i1	sp|P52948|NUP98_HUMAN	2.43e-41
TRINITY_DN18702_c0_g1_i1	sp|P18741|ZO15_XENLA	5.31e-24
TRINITY_DN18702_c0_g1_i1	sp|P18741|ZO15_XENLA	6.45e-18
TRINITY_DN18702_c0_g1_i1	sp|P18741|ZO15_XENLA	4.2e-17
TRINITY_DN18702_c0_g1_i1	sp|P18741|ZO15_XENLA	6.03e-16
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	3.32e-24
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	7.66e-24
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	4.95e-21
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	8.14e-21
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	3.83e-20
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	5.59e-20
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	1.83e-19
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	1.31e-18
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	2.75e-18
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	4.51e-18
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	1e-17
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	1.7e-17
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	3.03e-16
TRINITY_DN18702_c1_g1_i1	sp|Q8TF45|ZN418_HUMAN	0.003
TRINITY_DN18735_c0_g1_i1	sp|O32390|FIME_PORGN	1.2
TRINITY_DN18735_c0_g1_i2	sp|O32390|FIME_PORGN	1.2
TRINITY_DN35911_c0_g1_i1	sp|Q6GL87|GRTP1_XENTR	1.16e-23
TRINITY_DN35951_c0_g1_i1	sp|P47490|Y248_MYCGE	4.4
TRINITY_DN35951_c0_g2_i1	sp|B9KL97|RS3_RHOSK	3.6
TRINITY_DN35996_c0_g3_i1	sp|P05132|KAPCA_MOUSE	2.89e-46
TRINITY_DN35996_c0_g1_i1	sp|Q61410|KGP2_MOUSE	5.64e-56
TRINITY_DN35996_c0_g1_i1	sp|Q61410|KGP2_MOUSE	0.14
TRINITY_DN35929_c0_g1_i1	sp|Q9VFP2|RDX_DROME	9.75e-171
TRINITY_DN35921_c0_g1_i1	sp|Q5R9R1|EDRF1_PONAB	1.28e-06
TRINITY_DN36000_c0_g1_i1	sp|Q9L4Q7|PROX_ACESD	3.19e-14
TRINITY_DN35908_c0_g1_i1	sp|Q9UL25|RAB21_HUMAN	3.07e-97
TRINITY_DN35955_c0_g1_i1	sp|Q99JW2|ACY1_MOUSE	1.78e-73
TRINITY_DN35915_c0_g1_i3	sp|P0AFS6|TQSA_SHIFL	3.23e-16
TRINITY_DN35915_c0_g1_i1	sp|P0AFS6|TQSA_SHIFL	3.19e-16
TRINITY_DN35915_c0_g1_i2	sp|P0AFS6|TQSA_SHIFL	3.39e-16
TRINITY_DN35995_c0_g2_i1	sp|Q9UPR5|NAC2_HUMAN	1.47e-16
TRINITY_DN35985_c0_g1_i1	sp|Q8SQW6|ECT1_ENCCU	1.05e-12
TRINITY_DN35985_c0_g1_i1	sp|Q8SQW6|ECT1_ENCCU	0.016
TRINITY_DN61143_c0_g1_i1	sp|Q4R1R9|DPOL_HBVA9	0.57
