"Trinity_protein" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1" "TRINITY_DN21464_c0_g1_i1" "tr|A0A1Q9E613|A0A1Q9E613_SYMMI" 38.298 611 346 10 801 2570 567 1167 6.69e-116 382
"27780" "TRINITY_DN26951_c0_g1_i1" "tr|Q0R0E5|Q0R0E5_9DINO" 46.565 131 69 1 786 394 16 145 4.8e-32 120
"27781" "TRINITY_DN26954_c0_g2_i1" "tr|A0A1Q9CE44|A0A1Q9CE44_SYMMI" 57.143 189 80 1 8 571 144 332 1.79e-70 231
"27782" "TRINITY_DN26954_c0_g1_i1" "tr|A0A1Q9DRB4|A0A1Q9DRB4_SYMMI" 51.834 409 192 4 7 1224 2518 2924 3.05e-133 425
"27783" "TRINITY_DN26934_c0_g1_i2" "tr|A0A1Q9DM61|A0A1Q9DM61_SYMMI" 28.033 239 139 6 928 221 314 522 3.76e-16 83.2
"27784" "TRINITY_DN26934_c0_g1_i2" "tr|A0A1Q9DM61|A0A1Q9DM61_SYMMI" 27.027 259 145 6 907 155 222 444 1.03e-13 75.5
"27785" "TRINITY_DN26934_c0_g1_i2" "tr|A0A1Q9DM61|A0A1Q9DM61_SYMMI" 25.725 276 144 8 928 155 263 495 2.02e-12 71.2
"27786" "TRINITY_DN26960_c0_g2_i1" "tr|A0A1Q9D5Z0|A0A1Q9D5Z0_SYMMI" 34.653 202 113 6 1366 797 1648 1842 7.33e-21 98.2
"27787" "TRINITY_DN26960_c0_g2_i2" "tr|A0A1Q9D5Z0|A0A1Q9D5Z0_SYMMI" 34.653 202 113 6 1352 783 1648 1842 6.97e-21 98.2
"27788" "TRINITY_DN26964_c0_g1_i1" "tr|A0A1Q9D2H0|A0A1Q9D2H0_SYMMI" 36.17 376 202 8 1425 331 45 393 1.26e-63 221
"27789" "TRINITY_DN26963_c0_g1_i1" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 29.122 649 417 11 2224 296 471 1082 6.37e-42 168
"27790" "TRINITY_DN26963_c0_g1_i1" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 30.247 648 416 16 2206 320 708 1338 4.27e-41 166
"27791" "TRINITY_DN26963_c0_g1_i1" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 29.843 573 363 12 2206 506 873 1412 1.75e-38 157
"27792" "TRINITY_DN26963_c0_g1_i1" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 31.973 294 197 3 2206 1325 1137 1427 2.91e-25 114
"27793" "TRINITY_DN26963_c0_g1_i1" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 28.821 458 294 11 1594 278 480 924 7.88e-19 94
"27794" "TRINITY_DN26963_c0_g1_i2" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 29.122 649 417 11 2135 207 471 1082 5.23e-42 168
"27795" "TRINITY_DN26963_c0_g1_i2" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 30.247 648 416 16 2117 231 708 1338 3.53e-41 166
"27796" "TRINITY_DN26963_c0_g1_i2" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 29.843 573 363 12 2117 417 873 1412 1.49e-38 157
"27797" "TRINITY_DN26963_c0_g1_i2" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 31.973 294 197 3 2117 1236 1137 1427 2.68e-25 114
"27798" "TRINITY_DN26963_c0_g1_i2" "tr|A0A1Q9D1L6|A0A1Q9D1L6_SYMMI" 28.821 458 294 11 1505 189 480 924 7.39e-19 94
"27799" "TRINITY_DN26977_c0_g1_i1" "tr|A0A1Q9DSF6|A0A1Q9DSF6_SYMMI" 45.07 71 38 1 473 682 530 600 5.68e-13 68.9
"27800" "TRINITY_DN26977_c0_g2_i1" "tr|A0A1Q9E0B4|A0A1Q9E0B4_SYMMI" 62.637 182 64 2 591 58 45 226 3.45e-48 170
"27801" "TRINITY_DN26993_c0_g8_i1" "tr|A0A1Q9EK96|A0A1Q9EK96_SYMMI" 40.288 139 77 4 641 240 85 222 1.57e-25 100
"27802" "TRINITY_DN26993_c0_g2_i1" "tr|A0A1Q9CA51|A0A1Q9CA51_SYMMI" 32.867 143 75 2 235 600 1570 1712 3.7e-16 77.4
"27803" "TRINITY_DN26931_c0_g2_i1" "tr|A0A1Q9BZM3|A0A1Q9BZM3_SYMMI" 71.698 53 15 0 160 2 1751 1803 3.85e-24 95.1
"27804" "TRINITY_DN26931_c0_g1_i1" "tr|A0A1Q9BZM3|A0A1Q9BZM3_SYMMI" 42.716 405 177 9 1108 11 1804 2192 2.46e-86 286
"27805" "TRINITY_DN26938_c0_g1_i1" "tr|A0A1Q9D3V6|A0A1Q9D3V6_SYMMI" 59.906 424 168 1 26 1291 7 430 7.02e-174 511
"27806" "TRINITY_DN26938_c0_g1_i4" "tr|A0A1Q9D3V6|A0A1Q9D3V6_SYMMI" 59.906 424 168 1 26 1291 7 430 3.74e-174 511
"27807" "TRINITY_DN26938_c0_g1_i2" "tr|A0A1Q9D3V6|A0A1Q9D3V6_SYMMI" 59.906 424 168 1 26 1291 7 430 1.75e-174 511
"27808" "TRINITY_DN26965_c0_g1_i1" "tr|A0A1Q9D517|A0A1Q9D517_SYMMI" 32.37 173 108 4 203 709 509 676 1.5e-13 75.5
"27809" "TRINITY_DN26965_c0_g1_i1" "tr|A0A1Q9D517|A0A1Q9D517_SYMMI" 27.429 175 121 3 254 775 495 664 7.28e-12 70.1
"27810" "TRINITY_DN26982_c0_g1_i1" "tr|A0A1Q9C4N6|A0A1Q9C4N6_SYMMI" 39.332 389 222 6 38 1171 1593 1978 7.48e-58 223
"27811" "TRINITY_DN26990_c0_g1_i1" "tr|A0A1Q9CQZ3|A0A1Q9CQZ3_SYMMI" 41.165 532 283 9 111 1655 3004 3522 9.24e-116 382
"27812" "TRINITY_DN26905_c0_g2_i1" "tr|A0A1Q9DJJ7|A0A1Q9DJJ7_SYMMI" 34.632 231 121 4 104 709 2353 2582 5.77e-32 131
"27813" "TRINITY_DN26912_c0_g1_i4" "tr|A0A1Q9D695|A0A1Q9D695_SYMMI" 29.297 256 164 6 1065 1796 389 639 5.22e-17 87.4
"27814" "TRINITY_DN26912_c0_g1_i3" "tr|A0A1Q9D695|A0A1Q9D695_SYMMI" 29.297 256 164 6 1065 1796 389 639 5.25e-17 87.4
"27815" "TRINITY_DN26912_c0_g1_i7" "tr|A0A1Q9D695|A0A1Q9D695_SYMMI" 29.297 256 164 6 1065 1796 389 639 5.2e-17 87.4
"27816" "TRINITY_DN27000_c0_g1_i1" "tr|A0A1Q9CCU0|A0A1Q9CCU0_SYMMI" 39.721 287 166 4 619 1470 354 636 2.77e-38 152
"27817" "TRINITY_DN27000_c0_g1_i1" "tr|A0A1Q9CCU0|A0A1Q9CCU0_SYMMI" 37.168 339 189 6 577 1527 286 622 5.04e-35 142
"27818" "TRINITY_DN27000_c0_g1_i1" "tr|A0A1Q9CCU0|A0A1Q9CCU0_SYMMI" 34.584 373 227 6 349 1461 302 659 7.86e-33 135
"27819" "TRINITY_DN26981_c0_g2_i2" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 38.06 134 75 5 518 913 823 950 5.28e-13 73.6
"27820" "TRINITY_DN26981_c0_g2_i2" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 37.879 132 78 3 626 1021 823 950 2.02e-12 71.6
"27821" "TRINITY_DN26981_c0_g2_i2" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 40.385 104 59 2 734 1045 823 923 2.28e-11 68.2
"27822" "TRINITY_DN26981_c0_g2_i1" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 38.06 134 75 5 782 1177 823 950 4.94e-13 73.9
"27823" "TRINITY_DN26981_c0_g2_i1" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 37.879 132 78 3 890 1285 823 950 1.7e-12 72.4
"27824" "TRINITY_DN26981_c0_g2_i1" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 40.385 104 59 2 998 1309 823 923 2.45e-11 68.6
"27825" "TRINITY_DN26935_c0_g1_i1" "tr|A0A1Q9C8Q2|A0A1Q9C8Q2_SYMMI" 67.857 140 45 0 40 459 1 140 7.95e-57 192
"27826" "TRINITY_DN26935_c0_g2_i1" "tr|A0A1Q9CUR2|A0A1Q9CUR2_SYMMI" 34.109 129 72 1 389 42 122 250 3.89e-16 73.9
"27827" "TRINITY_DN26904_c0_g1_i1" "tr|A0A1Q9CET1|A0A1Q9CET1_SYMMI" 50.098 509 249 4 98 1615 1 507 2.98e-176 521
"27828" "TRINITY_DN26906_c0_g1_i1" "tr|A0A1Q9F7F4|A0A1Q9F7F4_SYMMI" 26.871 294 187 8 1033 194 88 367 1.28e-13 73.6
"27829" "TRINITY_DN26975_c0_g1_i6" "tr|A0A1Q9C5U5|A0A1Q9C5U5_SYMMI" 28.732 355 194 11 3015 2065 978 1311 7.66e-31 133
"27830" "TRINITY_DN26975_c0_g2_i1" "tr|A0A1Q9D3G5|A0A1Q9D3G5_SYMMI" 47.033 455 209 10 1638 361 1 452 6.23e-121 385
"27831" "TRINITY_DN26975_c0_g2_i2" "tr|A0A1Q9D3G5|A0A1Q9D3G5_SYMMI" 47.033 455 209 10 1564 287 1 452 2.82e-121 385
"27832" "TRINITY_DN26923_c0_g1_i1" "tr|A0A1Q9CMZ4|A0A1Q9CMZ4_SYMMI" 29.442 197 123 7 415 975 565 755 2.05e-12 71.2
"27833" "TRINITY_DN26967_c0_g1_i3" "tr|A0A1Q9EJA2|A0A1Q9EJA2_SYMMI" 30.137 292 174 7 1086 292 1397 1685 7.82e-24 107
"27834" "TRINITY_DN26967_c0_g1_i4" "tr|A0A1Q9EJA2|A0A1Q9EJA2_SYMMI" 30.065 306 175 8 1143 292 1397 1685 2.05e-23 106
"27835" "TRINITY_DN26967_c0_g1_i2" "tr|A0A1Q9EJA2|A0A1Q9EJA2_SYMMI" 30.137 292 174 7 1024 230 1397 1685 6.61e-24 107
"27836" "TRINITY_DN26970_c0_g1_i1" "tr|A0A1Q9CGI7|A0A1Q9CGI7_SYMMI" 30.952 126 83 2 21 386 1661 1786 3.31e-12 70.9
"27837" "TRINITY_DN26970_c0_g1_i2" "tr|A0A1Q9CGI7|A0A1Q9CGI7_SYMMI" 30.952 126 83 2 21 386 1661 1786 4.74e-12 70.5
"27838" "TRINITY_DN26915_c0_g1_i2" "tr|A0A1Q9DR96|A0A1Q9DR96_SYMMI" 40 90 53 1 190 456 5 94 1.09e-12 72.4
"27839" "TRINITY_DN26915_c0_g1_i2" "tr|A0A1Q9DR96|A0A1Q9DR96_SYMMI" 31.073 177 105 6 967 1458 230 402 1.05e-11 69.3
"27840" "TRINITY_DN26915_c0_g1_i1" "tr|A0A1Q9DR96|A0A1Q9DR96_SYMMI" 40 90 53 1 144 410 5 94 9.46e-13 72.4
"27841" "TRINITY_DN26915_c0_g1_i1" "tr|A0A1Q9DR96|A0A1Q9DR96_SYMMI" 31.073 177 105 6 921 1412 230 402 8.45e-12 69.7
"27842" "TRINITY_DN26953_c0_g1_i1" "tr|A0A1Q9EM02|A0A1Q9EM02_SYMMI" 31.378 392 232 11 1584 439 129 493 5.68e-34 139
"27843" "TRINITY_DN26976_c0_g2_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 40 95 54 3 84 359 430 524 1.65e-11 66.6
"27844" "TRINITY_DN26976_c0_g2_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 38 100 59 3 69 359 454 553 3.51e-11 65.5
"27845" "TRINITY_DN52172_c0_g1_i1" "tr|A0A1Q9EBH6|A0A1Q9EBH6_SYMMI" 48.324 716 321 8 30 2036 4 717 0 669
"27846" "TRINITY_DN52130_c0_g1_i1" "tr|A0A1Q9CUV3|A0A1Q9CUV3_SYMMI" 28.358 201 117 5 1707 1180 547 745 6.71e-16 82.8
"27847" "TRINITY_DN52192_c0_g1_i1" "tr|A0A1Q9CGE6|A0A1Q9CGE6_SYMMI" 65.327 199 64 1 583 2 3606 3804 4.37e-77 252
"27848" "TRINITY_DN52132_c0_g1_i1" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 32.219 329 170 7 550 1533 85 361 5.14e-34 134
"27849" "TRINITY_DN52132_c0_g1_i1" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 32.653 294 145 6 529 1407 120 361 4.48e-31 126
"27850" "TRINITY_DN52132_c0_g1_i1" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 28.308 325 180 6 688 1659 89 361 1.65e-29 122
"27851" "TRINITY_DN52132_c0_g1_i1" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 29.371 286 150 4 805 1659 85 319 2.01e-27 115
"27852" "TRINITY_DN52132_c0_g1_i1" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 35.5 200 120 3 505 1101 154 345 2.31e-26 112
"27853" "TRINITY_DN52132_c0_g1_i1" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 32.386 176 110 3 505 1029 196 363 7.52e-21 96.3
"27854" "TRINITY_DN52132_c0_g1_i1" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 37.778 135 76 2 505 909 238 364 3.33e-19 91.3
"27855" "TRINITY_DN52157_c0_g1_i1" "tr|A0A1Q9C4V7|A0A1Q9C4V7_SYMMI" 69.231 78 24 0 5 238 261 338 4.38e-32 117
"27856" "TRINITY_DN52156_c0_g1_i1" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 38.624 189 107 5 293 832 1780 1968 1.51e-33 140
"27857" "TRINITY_DN52156_c0_g1_i1" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 49.438 89 42 1 293 550 2024 2112 1.44e-19 95.9
"27858" "TRINITY_DN52183_c0_g1_i1" "tr|A0A1Q9EQB7|A0A1Q9EQB7_SYMMI" 40.732 410 205 10 29 1180 1955 2352 1.03e-81 278
"27859" "TRINITY_DN52138_c0_g1_i1" "tr|F8QQI6|F8QQI6_KARVE" 77.778 198 35 2 147 740 5 193 3.46e-108 313
"27860" "TRINITY_DN52184_c0_g1_i1" "tr|A0A1Q9DDD5|A0A1Q9DDD5_SYMMI" 45.257 506 188 9 2376 1093 139 633 4.64e-137 423
"27861" "TRINITY_DN52176_c0_g1_i1" "tr|A0A1Q9DLE5|A0A1Q9DLE5_SYMMI" 28.571 196 123 7 670 1245 339 521 4.29e-15 79.3
"27862" "TRINITY_DN52114_c0_g1_i1" "tr|A0A1Q9F6V4|A0A1Q9F6V4_SYMMI" 37.126 167 87 4 578 132 17 183 9.01e-26 101
"27863" "TRINITY_DN52177_c0_g1_i1" "tr|A0A1Q9F127|A0A1Q9F127_SYMMI" 47.143 70 33 1 216 7 65 130 1.04e-13 67.4
"27864" "TRINITY_DN52173_c0_g1_i1" "tr|A0A1Q9DSN1|A0A1Q9DSN1_SYMMI" 65.758 330 111 1 1774 785 171 498 1.07e-122 409
"27865" "TRINITY_DN52137_c0_g1_i1" "tr|A0A1Q9C586|A0A1Q9C586_SYMMI" 24.217 479 308 7 187 1461 75 552 7.45e-28 121
"27866" "TRINITY_DN52145_c0_g1_i1" "tr|A0A1Q9D944|A0A1Q9D944_SYMMI" 32.468 154 92 3 682 230 35 179 2.22e-12 67.8
"27867" "TRINITY_DN52170_c0_g1_i1" "tr|A0A1Q9E8U6|A0A1Q9E8U6_SYMMI" 31.959 97 66 0 306 16 698 794 1.65e-13 67.4
"27868" "TRINITY_DN52117_c0_g1_i1" "tr|A0A1Q9DHI3|A0A1Q9DHI3_SYMMI" 40.566 106 59 1 986 681 22 127 3.89e-15 78.6
"27869" "TRINITY_DN52122_c0_g1_i1" "tr|A0A1Q9EBA9|A0A1Q9EBA9_SYMMI" 48.276 174 86 1 2237 1716 811 980 7.75e-46 181
"27870" "TRINITY_DN17839_c0_g1_i1" "tr|A0A1Q9CI53|A0A1Q9CI53_SYMMI" 31.017 403 239 10 153 1310 519 899 1.06e-41 168
"27871" "TRINITY_DN17839_c0_g1_i1" "tr|A0A1Q9CI53|A0A1Q9CI53_SYMMI" 48.031 127 65 1 1638 2018 916 1041 7.35e-28 123
"27872" "TRINITY_DN17884_c0_g1_i2" "tr|A0A1Q9DQ90|A0A1Q9DQ90_SYMMI" 52.74 292 134 4 1998 1129 426 715 3.98e-103 332
"27873" "TRINITY_DN17884_c0_g1_i1" "tr|A0A1Q9DQ90|A0A1Q9DQ90_SYMMI" 57.083 240 101 2 1842 1129 476 715 8.96e-94 308
"27874" "TRINITY_DN17814_c0_g2_i3" "tr|A0A1Q9F0C1|A0A1Q9F0C1_SYMMI" 59.292 113 45 1 191 529 25 136 2.58e-33 137
"27875" "TRINITY_DN17814_c0_g2_i2" "tr|A0A1Q9F0C1|A0A1Q9F0C1_SYMMI" 59.292 113 45 1 191 529 25 136 4.65e-33 137
"27876" "TRINITY_DN17814_c0_g2_i4" "tr|A0A1Q9F0C1|A0A1Q9F0C1_SYMMI" 59.292 113 45 1 191 529 25 136 2.44e-34 137
"27877" "TRINITY_DN17814_c0_g2_i6" "tr|A0A1Q9F0C1|A0A1Q9F0C1_SYMMI" 59.292 113 45 1 191 529 25 136 3.33e-34 137
"27878" "TRINITY_DN17814_c0_g2_i5" "tr|A0A1Q9F0C1|A0A1Q9F0C1_SYMMI" 59.292 113 45 1 191 529 25 136 8.16e-34 137
"27879" "TRINITY_DN17836_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 36.649 191 113 6 1496 939 389 576 3.98e-32 135
"27880" "TRINITY_DN17836_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 39.286 168 96 6 1574 1089 391 558 3.89e-29 126
"27881" "TRINITY_DN17836_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 34.595 185 101 6 1412 873 389 558 3.89e-26 116
"27882" "TRINITY_DN17836_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 34.615 182 100 6 1238 705 391 557 1.68e-25 114
"27883" "TRINITY_DN17836_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 35 200 107 8 1322 747 391 575 2.27e-24 110
"27884" "TRINITY_DN17836_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 40.714 140 78 5 1574 1170 420 559 8.06e-23 105
"27885" "TRINITY_DN17836_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 41.176 85 47 3 1586 1341 474 558 1.93e-11 69.3
"27886" "TRINITY_DN17888_c0_g1_i1" "tr|A0A1Q9CAU4|A0A1Q9CAU4_SYMMI" 28.161 348 202 11 1876 974 634 980 4.33e-19 94
"27887" "TRINITY_DN17888_c0_g1_i3" "tr|A0A1Q9CAU4|A0A1Q9CAU4_SYMMI" 28.161 348 202 11 1939 1037 634 980 4.65e-19 94
"27888" "TRINITY_DN17888_c0_g1_i2" "tr|A0A1Q9CAU4|A0A1Q9CAU4_SYMMI" 28.161 348 202 11 1831 929 634 980 4.09e-19 94
"27889" "TRINITY_DN17805_c2_g1_i4" "tr|A0A1Q9DG44|A0A1Q9DG44_SYMMI" 44.196 224 122 3 282 944 11 234 1.19e-59 204
"27890" "TRINITY_DN17805_c2_g1_i10" "tr|A0A1Q9DG44|A0A1Q9DG44_SYMMI" 44.196 224 122 3 311 973 11 234 2.31e-59 204
"27891" "TRINITY_DN17805_c2_g1_i3" "tr|A0A1Q9DG44|A0A1Q9DG44_SYMMI" 46.707 167 87 2 214 708 68 234 8.37e-46 164
"27892" "TRINITY_DN17837_c0_g1_i1" "tr|A0A1Q9DC40|A0A1Q9DC40_SYMMI" 50.617 162 79 1 1695 1210 1360 1520 6.11e-38 152
"27893" "TRINITY_DN17837_c0_g1_i4" "tr|A0A1Q9DC40|A0A1Q9DC40_SYMMI" 50.617 162 79 1 1645 1160 1360 1520 4.81e-38 152
"27894" "TRINITY_DN17837_c0_g1_i3" "tr|A0A1Q9DC40|A0A1Q9DC40_SYMMI" 50.617 162 79 1 1706 1221 1360 1520 6.36e-38 152
"27895" "TRINITY_DN17837_c0_g2_i1" "tr|K9NUG1|K9NUG1_9DINO" 71.942 139 39 0 90 506 1 139 2.64e-63 197
"27896" "TRINITY_DN17837_c0_g2_i3" "tr|K9NUG1|K9NUG1_9DINO" 71.942 139 39 0 90 506 1 139 3.71e-63 197
"27897" "TRINITY_DN17837_c0_g2_i2" "tr|K9NUG1|K9NUG1_9DINO" 57.554 139 24 2 90 401 1 139 2.24e-42 143
"27898" "TRINITY_DN17809_c0_g1_i1" "tr|A0A1Q9DWY3|A0A1Q9DWY3_SYMMI" 42.525 301 170 3 1232 339 53 353 5.09e-69 231
"27899" "TRINITY_DN17873_c0_g1_i1" "tr|A0A1Q9CKR9|A0A1Q9CKR9_SYMMI" 22.983 657 418 19 2241 343 283 875 8.92e-32 135
"27900" "TRINITY_DN17872_c0_g1_i2" "tr|A0A1Q9EVA6|A0A1Q9EVA6_SYMMI" 44.861 934 461 19 2784 121 464 1389 0 748
"27901" "TRINITY_DN17872_c0_g1_i1" "tr|A0A1Q9EVA6|A0A1Q9EVA6_SYMMI" 60 340 131 2 2677 1673 464 803 3.78e-132 437
"27902" "TRINITY_DN17872_c0_g1_i1" "tr|A0A1Q9EVA6|A0A1Q9EVA6_SYMMI" 36.138 523 290 16 1581 121 875 1389 2.18e-76 275
"27903" "TRINITY_DN17826_c1_g1_i9" "tr|A3E3T4|A3E3T4_PFIPI" 35.204 392 231 8 254 1408 47 422 2.92e-60 210
"27904" "TRINITY_DN17826_c5_g1_i1" "tr|A0A1Q9DFL2|A0A1Q9DFL2_SYMMI" 30.769 286 178 7 75 902 214 489 4.9e-33 133
"27905" "TRINITY_DN17875_c0_g1_i1" "tr|A0A1Q9D610|A0A1Q9D610_SYMMI" 23.427 286 172 9 563 1279 727 1012 3.16e-11 67.8
"27906" "TRINITY_DN17863_c0_g3_i3" "tr|A0A1Q9CLB1|A0A1Q9CLB1_SYMMI" 53.509 228 89 8 991 350 410 634 2.05e-64 223
"27907" "TRINITY_DN17863_c0_g3_i1" "tr|A0A1Q9CLB1|A0A1Q9CLB1_SYMMI" 53.509 228 89 8 1021 380 410 634 2.6e-64 223
"27908" "TRINITY_DN17863_c0_g3_i2" "tr|A0A1Q9CLB1|A0A1Q9CLB1_SYMMI" 53.509 228 89 8 1179 538 410 634 8.45e-64 223
"27909" "TRINITY_DN17844_c0_g1_i1" "tr|A0A1Q9CUC8|A0A1Q9CUC8_SYMMI" 34.074 135 89 0 107 511 106 240 1.2e-17 85.5
"27910" "TRINITY_DN17820_c0_g1_i1" "tr|A0A1Q9CUK5|A0A1Q9CUK5_SYMMI" 47.718 241 117 3 781 71 219 454 6.79e-66 223
"27911" "TRINITY_DN17854_c0_g1_i3" "tr|A0A1Q9DZI5|A0A1Q9DZI5_SYMMI" 30 160 111 1 1164 1640 1582 1741 3.59e-15 81.3
"27912" "TRINITY_DN17854_c0_g1_i3" "tr|A0A1Q9DZI5|A0A1Q9DZI5_SYMMI" 29.371 143 98 2 192 614 1182 1323 8.33e-11 67
"27913" "TRINITY_DN17854_c0_g1_i1" "tr|A0A1Q9DZI5|A0A1Q9DZI5_SYMMI" 30 160 111 1 1164 1640 1582 1741 3.65e-15 81.3
"27914" "TRINITY_DN17854_c0_g1_i1" "tr|A0A1Q9DZI5|A0A1Q9DZI5_SYMMI" 29.371 143 98 2 192 614 1182 1323 8.45e-11 67
"27915" "TRINITY_DN17990_c0_g2_i1" "tr|A0A1Q9D6E7|A0A1Q9D6E7_SYMMI" 42.152 223 112 4 931 272 878 1086 4.55e-43 159
"27916" "TRINITY_DN17968_c0_g1_i3" "tr|A0A1Q9E000|A0A1Q9E000_SYMMI" 42.466 146 43 4 1977 1633 134 269 2.57e-23 103
"27917" "TRINITY_DN17968_c0_g1_i2" "tr|A0A1Q9E000|A0A1Q9E000_SYMMI" 42.466 146 43 4 1953 1609 134 269 2.53e-23 103
"27918" "TRINITY_DN17968_c0_g1_i1" "tr|A0A1Q9E000|A0A1Q9E000_SYMMI" 42.466 146 43 4 1965 1621 134 269 2.55e-23 103
"27919" "TRINITY_DN17911_c0_g1_i1" "tr|A0A1Q9CX39|A0A1Q9CX39_SYMMI" 27.157 313 199 12 86 982 509 806 3.01e-18 89.4
"27920" "TRINITY_DN17911_c0_g1_i3" "tr|A0A1Q9CX39|A0A1Q9CX39_SYMMI" 27.157 313 199 12 86 982 509 806 2.5e-18 89.4
"27921" "TRINITY_DN17900_c0_g1_i1" "tr|A0A1Q9DQG4|A0A1Q9DQG4_SYMMI" 29.63 216 131 7 300 914 51 256 3.77e-15 77.4
"27922" "TRINITY_DN17993_c0_g1_i2" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 29.293 297 199 2 264 1154 80 365 6.87e-37 146
"27923" "TRINITY_DN17993_c0_g1_i2" "tr|A0A1Q9D5L7|A0A1Q9D5L7_SYMMI" 28.782 271 182 2 252 1064 118 377 2.44e-30 126
"27924" "TRINITY_DN17959_c0_g2_i2" "tr|A0A1Q9F7J6|A0A1Q9F7J6_SYMMI" 63.725 204 66 3 1005 403 27 225 4.26e-79 266
"27925" "TRINITY_DN17959_c0_g2_i1" "tr|A0A1Q9F7J6|A0A1Q9F7J6_SYMMI" 63.725 204 66 3 876 274 27 225 1.04e-79 266
"27926" "TRINITY_DN17938_c0_g1_i2" "tr|A0A1Q9E6A6|A0A1Q9E6A6_SYMMI" 37 200 117 4 70 654 19 214 4.53e-39 137
"27927" "TRINITY_DN17938_c0_g1_i1" "tr|A0A1Q9E6A6|A0A1Q9E6A6_SYMMI" 37 200 117 4 70 654 19 214 1.08e-37 137
"27928" "TRINITY_DN17938_c0_g1_i4" "tr|A0A1Q9E6A6|A0A1Q9E6A6_SYMMI" 37 200 117 4 70 654 19 214 9.21e-39 137
"27929" "TRINITY_DN17913_c0_g1_i3" "tr|E8Z6J6|E8Z6J6_PFIPI" 48.092 131 66 2 60 446 11 141 2.52e-34 124
"27930" "TRINITY_DN17913_c0_g1_i1" "tr|E8Z6J6|E8Z6J6_PFIPI" 48.092 131 66 2 60 446 11 141 2.21e-34 124
"27931" "TRINITY_DN17913_c0_g1_i5" "tr|E8Z6J6|E8Z6J6_PFIPI" 48.092 131 66 2 60 446 11 141 6.09e-34 124
"27932" "TRINITY_DN17906_c1_g3_i2" "tr|A0A1Q9CC25|A0A1Q9CC25_SYMMI" 32.394 213 130 3 952 356 1431 1643 1.73e-23 107
"27933" "TRINITY_DN17906_c1_g3_i1" "tr|A0A1Q9CC25|A0A1Q9CC25_SYMMI" 32.394 213 130 3 988 392 1431 1643 1.84e-23 107
"27934" "TRINITY_DN17960_c0_g1_i1" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 40.196 102 60 1 399 704 821 921 1.79e-15 77.4
"27935" "TRINITY_DN17960_c0_g1_i1" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 34.286 105 67 2 372 686 848 950 2.56e-12 68.2
"27936" "TRINITY_DN17915_c0_g1_i1" "tr|A0A1Q9E2Y4|A0A1Q9E2Y4_SYMMI" 28.659 813 446 18 2588 288 53 777 5.11e-97 337
"27937" "TRINITY_DN17970_c0_g1_i2" "tr|A0A1Q9E4G2|A0A1Q9E4G2_SYMMI" 33.163 196 120 5 753 193 1471 1664 5.96e-24 103
