target_id,up_ID,evalue
TRINITY_DN30057_c0_g1_i1,sp|Q641I1|F135B_XENLA,4.19E-25
TRINITY_DN14604_c0_g1_i5,sp|Q6PCJ9|PPT2A_XENLA,1.55E-28
TRINITY_DN11012_c0_g1_i4,sp|Q99KU0|VMP1_MOUSE,1.84E-46
TRINITY_DN3778_c0_g1_i10,sp|Q6DD70|AB17C_XENLA,1.72E-37
TRINITY_DN30768_c0_g1_i12,sp|Q9LZK5|DNJ19_ARATH,1.20E-38
TRINITY_DN4190_c0_g1_i5,sp|P49029|MGN_CAEEL,6.18E-79
TRINITY_DN13694_c0_g1_i1,sp|A2YQ56|LONM_ORYSI,0
TRINITY_DN14263_c0_g1_i6,sp|O00567|NOP56_HUMAN,1.12E-156
TRINITY_DN4335_c2_g1_i2,sp|Q182I1|SELD_PEPD6,8.84E-42
TRINITY_DN658_c0_g1_i3,sp|A3E4D8|CALM_PROMN,1.83E-101
TRINITY_DN2467_c0_g2_i2,sp|Q2KDW6|DNAK_RHIEC,0
TRINITY_DN12669_c0_g2_i1,sp|Q6UQ17|AT8B3_MOUSE,2.08E-127
TRINITY_DN12343_c0_g1_i1,sp|Q9NW15|ANO10_HUMAN,2.66E-21
TRINITY_DN4261_c0_g1_i4,sp|Q43362|VATL_CHRCT,6.83E-57
TRINITY_DN23305_c0_g2_i2,sp|Q3SZ71|MPPB_BOVIN,5.83E-110
TRINITY_DN2843_c0_g2_i8,sp|Q08972|NEW1_YEAST,1.88E-102
TRINITY_DN21979_c0_g1_i1,sp|Q9CPW7|ZMAT2_MOUSE,1.48E-22
TRINITY_DN14567_c1_g1_i5,sp|Q09841|PSB2_SCHPO,5.19E-84
TRINITY_DN3237_c0_g1_i3,sp|Q9D7V9|NAAA_MOUSE,1.49E-31
TRINITY_DN1122_c0_g1_i10,sp|Q9WUU7|CATZ_MOUSE,2.84E-44
TRINITY_DN10004_c0_g1_i1,sp|Q5ZLN8|DDX55_CHICK,6.92E-139
TRINITY_DN4340_c0_g1_i4,sp|Q49SH1|NCKX5_DANRE,4.16E-22
TRINITY_DN15343_c0_g1_i2,sp|A6U7A9|ERA_SINMW,6.94E-43
TRINITY_DN1477_c0_g1_i6,sp|Q9TTU3|CLCN5_RABIT,9.11E-139
TRINITY_DN14778_c0_g1_i5,sp|P49727|UCRI_MAIZE,1.30E-63
TRINITY_DN16820_c0_g1_i1,sp|Q5EA37|CC130_BOVIN,3.69E-35
TRINITY_DN11900_c1_g1_i1,sp|Q9LFV6|RPOT2_ARATH,4.21E-136
TRINITY_DN1582_c1_g1_i3,sp|Q50KB1|SEP2_EMIHU,1.80E-42
TRINITY_DN3294_c0_g1_i9,sp|Q54NK8|GPN3_DICDI,6.67E-87
TRINITY_DN6036_c0_g2_i2,sp|Q7XR06|P2C45_ORYSJ,5.99E-29
TRINITY_DN5198_c0_g1_i4,sp|Q03392|PCNA_SCHPO,1.85E-33
TRINITY_DN16822_c0_g1_i6,sp|O75808|CAN15_HUMAN,4.24E-39
TRINITY_DN6956_c0_g1_i3,sp|Q84WJ2|PRI2_ARATH,9.47E-63
TRINITY_DN5946_c0_g1_i8,sp|Q03685|BIP5_TOBAC,0
TRINITY_DN7005_c0_g1_i1,sp|Q86KU2|SYVC_DICDI,0
TRINITY_DN1477_c0_g1_i9,sp|Q9R279|CLCN3_CAVPO,7.36E-139
TRINITY_DN21711_c1_g1_i5,sp|P31582|RAF2A_ARATH,2.59E-64
TRINITY_DN18941_c0_g1_i4,sp|Q803C9|PTSS1_DANRE,2.18E-82
TRINITY_DN7522_c0_g1_i2,sp|Q9S7J8|HMA7_ARATH,2.41E-109
TRINITY_DN12762_c0_g1_i11,sp|Q54WR9|GLNA3_DICDI,2.30E-146
TRINITY_DN16216_c0_g1_i4,sp|Q8VZK0|MIEL1_ARATH,1.27E-75
TRINITY_DN11598_c0_g1_i1,sp|O15910|RIR2_TRYBB,8.09E-159
TRINITY_DN3951_c0_g1_i11,sp|P20447|DBP3_YEAST,1.23E-68
TRINITY_DN7234_c0_g1_i1,sp|Q80YX1|TENA_MOUSE,3.49E-25
TRINITY_DN4508_c0_g1_i4,sp|Q0WW26|COPG_ARATH,0
TRINITY_DN4717_c1_g2_i3,sp|Q6Z9U7|MCES1_ORYSJ,2.75E-27
TRINITY_DN7816_c0_g1_i1,sp|Q9C512|MNS1_ARATH,2.71E-83
TRINITY_DN14927_c0_g1_i11,sp|P00565|KCRM_CHICK,2.76E-88
TRINITY_DN6618_c0_g1_i2,sp|Q3URY6|ARMC2_MOUSE,2.05E-36
TRINITY_DN2271_c0_g1_i3,sp|Q43266|PCNA_MAIZE,3.68E-21
TRINITY_DN23306_c0_g1_i2,sp|Q08D11|PTSS2_XENTR,5.23E-39
TRINITY_DN23766_c0_g1_i1,sp|Q9DAJ5|DLRB2_MOUSE,3.01E-42
TRINITY_DN22881_c0_g1_i2,sp|O74480|YQJ7_SCHPO,5.02E-35
TRINITY_DN7917_c0_g1_i3,sp|Q9FHN8|KCBP_ARATH,1.91E-74
TRINITY_DN7456_c0_g1_i1,sp|P27996|H4_SOLST,8.26E-42
TRINITY_DN7660_c1_g2_i2,sp|Q0III3|DC1I2_BOVIN,8.08E-97
TRINITY_DN19382_c1_g1_i1,sp|F4ILR7|DEXH1_ARATH,2.04E-116
TRINITY_DN201_c0_g2_i3,sp|Q9LT78|RD21C_ARATH,3.62E-67
TRINITY_DN3269_c0_g1_i7,sp|Q8LGF7|PEX4_ARATH,6.69E-54
TRINITY_DN5821_c0_g2_i2,sp|O13833|CID1_SCHPO,1.58E-33
TRINITY_DN205_c0_g1_i3,sp|P49692|RL7A1_ARATH,1.04E-97
TRINITY_DN23307_c0_g1_i13,sp|F4K5J1|MYO17_ARATH,5.02E-148
TRINITY_DN14940_c0_g1_i2,sp|Q6NXG1|ESRP1_HUMAN,5.52E-23
TRINITY_DN10403_c0_g1_i2,sp|Q10074|AVT3_SCHPO,2.63E-49
TRINITY_DN9400_c1_g1_i1,sp|B6IWI0|HSLU_RHOCS,3.42E-126
TRINITY_DN1746_c0_g1_i14,sp|Q04832|HEXP_LEIMA,6.14E-24
TRINITY_DN16942_c0_g1_i13,sp|P34120|PSA7_DICDI,1.04E-101
TRINITY_DN13112_c0_g1_i5,sp|Q0DJA0|COPD1_ORYSJ,3.05E-54
TRINITY_DN16959_c0_g1_i1,sp|P0C605|KGP1_MOUSE,2.85E-110
TRINITY_DN7534_c0_g2_i2,sp|Q54SR7|FKBP2_DICDI,2.58E-38
TRINITY_DN3020_c0_g1_i2,sp|P62323|SMD3_XENLA,2.21E-27
TRINITY_DN16525_c0_g1_i4,sp|Q7RTR2|NLRC3_HUMAN,1.76E-45
TRINITY_DN26178_c0_g1_i4,sp|Q39571|YPTC1_CHLRE,1.67E-47
TRINITY_DN9930_c0_g2_i1,sp|Q986D9|DER_RHILO,3.24E-49
TRINITY_DN3666_c0_g1_i4,sp|O76094|SRP72_HUMAN,1.63E-39
TRINITY_DN25162_c0_g1_i2,sp|Q67Z52|TBCB_ARATH,1.70E-35
TRINITY_DN26405_c0_g1_i1,sp|Q550P4|TAM41_DICDI,5.31E-38
TRINITY_DN24360_c0_g1_i3,sp|Q9S9T7|VP282_ARATH,3.99E-39
TRINITY_DN17658_c0_g2_i3,sp|Q1EHB4|SC5AC_HUMAN,5.35E-69
TRINITY_DN10848_c0_g1_i3,sp|Q9FL33|MCM3_ARATH,4.12E-127
TRINITY_DN1360_c0_g1_i8,sp|Q8LPJ4|AB2E_ARATH,0
TRINITY_DN13380_c0_g1_i3,sp|B8E3W0|RLMF_SHEB2,6.52E-75
TRINITY_DN5316_c0_g1_i3,sp|O55029|COPB2_MOUSE,0
TRINITY_DN2620_c0_g1_i3,sp|P11144|HSP70_PLAFA,0
TRINITY_DN15169_c0_g3_i1,sp|Q8L850|PI5K9_ARATH,4.21E-23
TRINITY_DN8276_c0_g1_i4,sp|A6H730|PPAP_BOVIN,2.62E-24
TRINITY_DN35110_c0_g1_i1,sp|Q54QU8|Y3629_DICDI,3.69E-28
TRINITY_DN8718_c0_g1_i6,sp|Q00WL5|LONM_OSTTA,0
TRINITY_DN4231_c0_g1_i7,sp|P11144|HSP70_PLAFA,0
TRINITY_DN6520_c0_g1_i3,sp|P62334|PRS10_MOUSE,0
TRINITY_DN8503_c0_g1_i2,sp|Q55FK4|APT12_DICDI,1.56E-28
TRINITY_DN3117_c0_g3_i2,sp|P32598|PP12_YEAST,5.77E-134
TRINITY_DN41394_c0_g1_i1,sp|P9WPJ9|MTCA2_MYCTU,3.55E-30
TRINITY_DN10852_c0_g2_i1,sp|Q921I2|KLDC4_MOUSE,5.31E-26
TRINITY_DN1229_c0_g1_i8,sp|A7Z056|UBP20_BOVIN,2.35E-60
TRINITY_DN24922_c0_g1_i1,sp|P38584|TTL_BOVIN,2.09E-40
TRINITY_DN7478_c0_g1_i11,sp|P51568|AFC3_ARATH,9.16E-56
TRINITY_DN22153_c0_g1_i2,sp|Q9FT73|MED34_ARATH,5.56E-114
TRINITY_DN9674_c0_g2_i4,sp|Q6MDE0|DAPAT_PARUW,2.00E-145
TRINITY_DN2839_c0_g1_i5,sp|Q96GG9|DCNL1_HUMAN,3.55E-47
TRINITY_DN9295_c0_g1_i3,sp|Q9I2A8|ATOB_PSEAE,2.53E-155
TRINITY_DN27246_c0_g1_i1,sp|Q9NYH9|UTP6_HUMAN,3.96E-23
TRINITY_DN3170_c0_g1_i7,sp|Q92890|UFD1_HUMAN,3.13E-77
TRINITY_DN6787_c0_g1_i2,sp|Q8NEZ3|WDR19_HUMAN,0
TRINITY_DN3501_c0_g1_i2,sp|Q3T0I2|CATH_BOVIN,4.16E-87
TRINITY_DN11514_c0_g2_i2,sp|Q9P4Z1|TOM1_NEUCR,4.73E-28
TRINITY_DN137_c0_g2_i5,sp|Q7Y0E8|NRX11_ORYSJ,1.54E-24
TRINITY_DN3652_c0_g1_i3,sp|P80572|ADHX_PEA,7.97E-161
TRINITY_DN13120_c0_g1_i1,sp|Q94KD3|VP52A_ARATH,8.32E-103
TRINITY_DN3941_c0_g1_i2,sp|Q1ZXK3|LSM3_DICDI,2.60E-29
TRINITY_DN11696_c1_g1_i1,sp|Q90WU3|DDX1_CHICK,2.50E-168
TRINITY_DN9674_c0_g1_i19,sp|Q41396|VATE_SPIOL,6.98E-31
TRINITY_DN44770_c0_g1_i2,sp|Q54ZI6|PLBLE_DICDI,2.21E-66
TRINITY_DN22057_c0_g1_i1,sp|Q7ZUG0|RUXE_DANRE,5.51E-36
TRINITY_DN10665_c0_g3_i5,sp|Q54DU9|TP4AA_DICDI,2.36E-30
TRINITY_DN5215_c1_g1_i4,sp|C1E9Y5|RTCB_MICCC,0
TRINITY_DN18195_c0_g1_i3,sp|Q54R82|MKKA_DICDI,8.91E-45
TRINITY_DN2_c0_g1_i2,sp|Q39613|CYPH_CATRO,1.43E-87
TRINITY_DN6691_c0_g1_i12,sp|Q86AS0|Y4399_DICDI,1.14E-101
TRINITY_DN17215_c0_g1_i1,sp|Q9CZU3|SK2L2_MOUSE,0
TRINITY_DN4300_c0_g1_i12,sp|Q9LZF6|CD48E_ARATH,0
TRINITY_DN8149_c0_g1_i2,sp|O13933|ALG1_SCHPO,4.39E-58
TRINITY_DN2634_c0_g2_i1,sp|Q9FXA2|PABP8_ARATH,2.09E-29
TRINITY_DN11130_c0_g2_i3,sp|Q9LT77|RDL2_ARATH,9.53E-47
TRINITY_DN19346_c0_g1_i1,sp|Q54YZ0|UGPA2_DICDI,3.08E-59
TRINITY_DN18189_c0_g1_i1,sp|Q5M7N8|SYCC_XENTR,0
TRINITY_DN689_c0_g1_i8,sp|O82528|RL15_PETHY,8.56E-78
TRINITY_DN10679_c0_g1_i1,sp|O35017|YOGA_BACSU,4.29E-26
TRINITY_DN4018_c0_g1_i3,sp|A3E4D8|CALM_PROMN,4.34E-96
TRINITY_DN165_c0_g1_i2,sp|B7F845|R10A_ORYSJ,2.23E-72
TRINITY_DN14253_c0_g1_i3,sp|Q10209|YAY1_SCHPO,1.80E-25
TRINITY_DN23690_c0_g1_i4,sp|Q5NVI9|DNJA1_PONAB,1.99E-72
TRINITY_DN8152_c0_g1_i2,sp|Q8CFD0|SFXN5_RAT,4.70E-24
TRINITY_DN40802_c0_g2_i1,sp|Q84PB3|IF4G1_ORYSJ,1.01E-31
TRINITY_DN7731_c1_g1_i1,sp|P62878|RBX1_MOUSE,2.93E-55
TRINITY_DN6744_c0_g1_i4,sp|Q7ZVC2|CLUA1_DANRE,5.93E-79
TRINITY_DN1443_c0_g1_i2,sp|Q09JZ4|DAAF1_CHLRE,2.06E-46
TRINITY_DN9674_c0_g2_i2,sp|Q6MDE0|DAPAT_PARUW,2.21E-145
TRINITY_DN10096_c0_g1_i9,sp|A7WM73|HEXO1_ARATH,1.45E-73
TRINITY_DN836_c0_g1_i8,sp|Q4N3P0|RS8_THEPA,1.66E-71
TRINITY_DN5143_c0_g2_i2,sp|P50607|TUB_HUMAN,1.45E-32
TRINITY_DN5778_c0_g1_i6,sp|Q1ZXD3|PSMD3_DICDI,1.08E-104
TRINITY_DN3232_c0_g1_i3,sp|O05389|YRBE_BACSU,9.82E-47
TRINITY_DN8022_c0_g1_i1,sp|Q8ICR0|CDPK2_PLAF7,6.23E-40
TRINITY_DN5415_c0_g2_i1,sp|Q94KJ7|VPS33_ARATH,4.24E-91
TRINITY_DN4879_c0_g1_i2,sp|Q557J3|RPC8_DICDI,1.58E-25
TRINITY_DN186_c0_g1_i9,sp|P33188|TBB1_PARTE,0
TRINITY_DN263_c0_g1_i9,sp|Q9XHS0|RS12_HORVU,2.87E-34
TRINITY_DN1697_c0_g1_i3,sp|Q4P257|EFGM_USTMA,0
TRINITY_DN11716_c0_g1_i2,sp|O46374|TOP2A_PIG,0
TRINITY_DN8784_c0_g2_i3,sp|Q9XIE6|ALA3_ARATH,0
TRINITY_DN6784_c0_g1_i3,sp|Q6BQK9|NTE1_DEBHA,2.99E-28
TRINITY_DN9637_c0_g1_i1,sp|A8JB22|CCD65_CHLRE,1.60E-97
TRINITY_DN6746_c0_g1_i2,sp|Q9D136|OGFD3_MOUSE,1.86E-29
TRINITY_DN31574_c0_g1_i1,sp|Q9NQT8|KI13B_HUMAN,8.92E-86
TRINITY_DN4227_c0_g1_i2,sp|Q8C627|F221B_MOUSE,1.16E-32
TRINITY_DN5736_c0_g2_i2,sp|Q7K755|GLT11_CAEEL,5.83E-41
TRINITY_DN2519_c0_g1_i3,sp|Q2ULH4|ATM1_ASPOR,5.92E-134
TRINITY_DN19382_c1_g1_i3,sp|F4ILR7|DEXH1_ARATH,2.09E-117
TRINITY_DN30799_c0_g1_i2,sp|Q8Q0U0|Y045_METMA,1.67E-30
TRINITY_DN14102_c0_g1_i1,sp|A8ILK1|CFA52_CHLRE,1.65E-33
TRINITY_DN16549_c0_g1_i4,sp|O80952|PGPS1_ARATH,1.30E-24
TRINITY_DN9988_c0_g2_i2,sp|Q75HJ0|RH37_ORYSJ,2.91E-141
TRINITY_DN11426_c0_g1_i13,sp|P53396|ACLY_HUMAN,0
TRINITY_DN4531_c0_g1_i3,sp|C0SP78|YDFM_BACSU,1.86E-22
TRINITY_DN12027_c0_g3_i2,sp|P09622|DLDH_HUMAN,1.23E-172
TRINITY_DN16206_c0_g1_i4,sp|Q9P4V2|AGM1_CANAX,9.25E-150
TRINITY_DN21631_c0_g1_i5,sp|Q6FLE2|NM111_CANGA,1.56E-113
TRINITY_DN22332_c0_g1_i2,sp|Q4PEQ5|MCA1_USTMA,4.55E-61
TRINITY_DN3760_c0_g1_i5,sp|Q1LWG4|PCAT1_DANRE,1.39E-22
TRINITY_DN13022_c0_g2_i1,sp|Q08467|CSK21_ARATH,1.64E-153
TRINITY_DN5097_c0_g6_i3,sp|O14327|PAB2_SCHPO,6.87E-30
TRINITY_DN19800_c0_g1_i2,sp|Q5JGM7|PFPI_THEKO,8.26E-29
TRINITY_DN25872_c0_g2_i1,sp|Q9MZS1|HCN1_RABIT,8.25E-23
TRINITY_DN10052_c0_g1_i3,sp|Q9Y4E8|UBP15_HUMAN,2.87E-41
TRINITY_DN4791_c0_g1_i2,sp|Q9SK22|RS161_ARATH,8.60E-68
TRINITY_DN1136_c0_g1_i9,sp|O59922|KAPR_EMENI,2.25E-41
TRINITY_DN13744_c0_g1_i4,sp|Q6P3R8|NEK5_HUMAN,8.77E-61
TRINITY_DN6338_c0_g1_i4,sp|Q9MAG3|AB24G_ARATH,1.33E-52
TRINITY_DN985_c0_g1_i1,sp|Q8TAD8|SNIP1_HUMAN,1.85E-43
TRINITY_DN1755_c0_g1_i9,sp|Q8VWI1|ERD2B_ARATH,2.27E-35
TRINITY_DN26686_c0_g1_i1,sp|Q9LRZ5|PLDZ1_ARATH,3.97E-53
TRINITY_DN24581_c0_g1_i1,sp|F4ILR7|DEXH1_ARATH,8.93E-99
TRINITY_DN12782_c0_g1_i2,sp|Q5XH14|VATC1_XENLA,4.30E-60
TRINITY_DN6863_c0_g1_i2,sp|Q9VF78|COG2_DROME,4.35E-25
TRINITY_DN11399_c0_g1_i4,sp|O14980|XPO1_HUMAN,0
TRINITY_DN7871_c0_g1_i4,sp|P22198|PP1_MAIZE,2.26E-127
TRINITY_DN7_c0_g1_i2,sp|Q9DG68|RLA0_RANSY,1.24E-87
TRINITY_DN9279_c0_g1_i2,sp|Q27850|TBP_TETTH,7.75E-53
TRINITY_DN2962_c0_g1_i22,sp|P56286|IF2A_SCHPO,1.91E-81
TRINITY_DN2904_c0_g1_i9,sp|D4AVD4|CALX_ARTBC,1.66E-109
TRINITY_DN14657_c0_g1_i5,sp|Q9JLG8|CAN15_MOUSE,5.40E-43
TRINITY_DN9021_c0_g2_i1,sp|Q91WM3|U3IP2_MOUSE,1.61E-58
TRINITY_DN24524_c0_g1_i2,sp|O22785|PR19B_ARATH,1.31E-23
TRINITY_DN186_c0_g1_i12,sp|P33188|TBB1_PARTE,0
TRINITY_DN3499_c0_g2_i1,sp|Q9BQ70|TCF25_HUMAN,1.17E-23
TRINITY_DN6361_c0_g1_i3,sp|Q7ZVE0|GAR1_DANRE,3.87E-31
TRINITY_DN4190_c0_g1_i6,sp|P49029|MGN_CAEEL,1.58E-77
TRINITY_DN5116_c0_g1_i2,sp|O01666|ATPG_DROME,1.80E-52
TRINITY_DN3752_c0_g1_i12,sp|O13755|OSM1_SCHPO,1.01E-109
TRINITY_DN2366_c0_g1_i4,sp|P24203|YJIA_ECOLI,4.18E-28
TRINITY_DN465_c0_g1_i9,sp|Q08114|TBA_EUPOC,0
TRINITY_DN9440_c0_g2_i5,sp|Q5R4Q7|LZTR1_PONAB,2.91E-39
TRINITY_DN4168_c0_g1_i1,sp|Q62559|IFT52_MOUSE,7.93E-135
TRINITY_DN21868_c0_g1_i2,sp|P50530|SCK1_SCHPO,2.62E-38
TRINITY_DN29849_c0_g1_i3,sp|Q10G81|MSI1_ORYSJ,2.07E-21
TRINITY_DN16112_c0_g1_i1,sp|Q9ULJ7|ANR50_HUMAN,4.51E-21
TRINITY_DN9154_c0_g1_i3,sp|Q8GUP1|CTF77_ARATH,1.35E-33
TRINITY_DN4575_c0_g1_i6,sp|Q4VRV8|IMDH_TOXGO,0
TRINITY_DN30562_c0_g1_i1,sp|Q4V7B1|CC067_RAT,1.23E-32
TRINITY_DN16418_c0_g1_i1,sp|Q9ULJ7|ANR50_HUMAN,1.03E-27
TRINITY_DN9753_c0_g1_i4,sp|A3E4D8|CALM_PROMN,1.42E-74
TRINITY_DN3363_c0_g2_i3,sp|Q6GME1|PYRG2_XENLA,0
TRINITY_DN2847_c0_g1_i2,sp|Q969H0|FBXW7_HUMAN,1.73E-25
TRINITY_DN4161_c0_g1_i2,sp|Q5ZIM5|MAP1_CHICK,5.50E-71
TRINITY_DN5941_c0_g1_i3,sp|Q94B08|RDL1_ARATH,8.27E-69
TRINITY_DN16823_c0_g1_i2,sp|P83877|TXN4A_MOUSE,6.02E-80
TRINITY_DN13847_c0_g1_i4,sp|P9WQ35|CYA1_MYCTU,4.92E-47
TRINITY_DN3546_c0_g1_i6,sp|P57076|CU059_HUMAN,1.90E-54
TRINITY_DN6032_c0_g1_i2,sp|Q80X82|SYMPK_MOUSE,6.18E-21
TRINITY_DN20910_c0_g1_i1,sp|Q16720|AT2B3_HUMAN,0
TRINITY_DN18504_c0_g1_i1,sp|O75832|PSD10_HUMAN,9.35E-21
TRINITY_DN7618_c0_g1_i1,sp|Q9CS74|ECD_MOUSE,3.08E-21
TRINITY_DN4648_c0_g2_i7,sp|Q09172|PP2C2_SCHPO,2.40E-35
TRINITY_DN3472_c0_g1_i1,sp|Q24F59|RL36_TETTS,6.33E-30
TRINITY_DN7962_c0_g1_i1,sp|Q5PQZ3|ZNT9_DANRE,2.23E-28
TRINITY_DN186_c0_g1_i4,sp|P33188|TBB1_PARTE,0
TRINITY_DN11715_c0_g1_i4,sp|Q9Z273|TULP1_MOUSE,9.94E-48
TRINITY_DN10059_c1_g1_i2,sp|Q3SWT6|PPE1_RAT,8.71E-47
TRINITY_DN17370_c0_g1_i3,sp|P00504|AATC_CHICK,1.01E-132
TRINITY_DN24323_c0_g1_i4,sp|Q92462|PUB1_SCHPO,2.05E-45
TRINITY_DN8784_c0_g2_i2,sp|Q9XIE6|ALA3_ARATH,0
TRINITY_DN4253_c0_g1_i2,sp|Q8LQ36|ATX3_ORYSJ,1.04E-21
TRINITY_DN2560_c0_g3_i4,sp|Q55C77|FCL_DICDI,6.19E-124
TRINITY_DN1098_c0_g1_i3,sp|O44006|KPYK_EIMTE,0
TRINITY_DN26652_c0_g1_i2,sp|Q3EDF8|PPR28_ARATH,3.82E-29
TRINITY_DN2036_c0_g1_i9,sp|P22953|MD37E_ARATH,0
TRINITY_DN8798_c1_g1_i2,sp|Q54ML1|NADE_DICDI,0
TRINITY_DN1605_c0_g1_i1,sp|Q9DCD2|SYF1_MOUSE,0
TRINITY_DN27237_c0_g1_i3,sp|Q54YD4|SYIC_DICDI,0
TRINITY_DN5197_c0_g2_i1,sp|Q501D5|MCMBP_ARATH,1.89E-48
TRINITY_DN22387_c0_g1_i2,sp|Q29L43|MON2_DROPS,3.15E-21
TRINITY_DN3992_c0_g1_i3,sp|Q26609|HXK_SCHMA,1.18E-79
TRINITY_DN29681_c0_g2_i4,sp|P27398|CAND_DROME,4.45E-57
TRINITY_DN16334_c0_g1_i1,sp|Q8BHN3|GANAB_MOUSE,0
TRINITY_DN14445_c0_g1_i1,sp|Q6P8C4|NHP2_XENTR,1.29E-21
TRINITY_DN2097_c0_g1_i7,sp|Q3MHL7|TCPZ_BOVIN,0
TRINITY_DN22895_c0_g2_i2,sp|Q12904|AIMP1_HUMAN,7.18E-25
TRINITY_DN4353_c0_g1_i1,sp|Q39055|CNX2_ARATH,1.93E-84
TRINITY_DN6610_c0_g1_i2,sp|P54408|TCPG_TETPY,0
TRINITY_DN14686_c0_g2_i1,sp|Q5F448|GPHR_CHICK,4.27E-40
TRINITY_DN3406_c0_g1_i5,sp|Q5Z8Q9|PRP2A_ORYSJ,3.23E-113
TRINITY_DN4300_c0_g1_i3,sp|Q9LZF6|CD48E_ARATH,0
TRINITY_DN22358_c0_g1_i2,sp|Q0WVK7|PPR12_ARATH,1.60E-24
TRINITY_DN4104_c1_g1_i4,sp|Q12705|PP2B_SCHPO,2.78E-146
TRINITY_DN12692_c0_g1_i2,sp|Q7XUF4|CDKG2_ORYSJ,9.43E-108
TRINITY_DN10387_c0_g2_i2,sp|Q7SXN5|DNM1L_DANRE,0
TRINITY_DN29853_c0_g1_i2,sp|Q8VXQ2|ALDH_CRAPL,2.40E-106
TRINITY_DN2522_c0_g1_i1,sp|Q84MB6|DIOX2_ARATH,3.94E-33
TRINITY_DN9767_c1_g1_i10,sp|O34812|YFMJ_BACSU,3.74E-75
TRINITY_DN9747_c0_g1_i3,sp|O23708|PSA2A_ARATH,8.08E-119
TRINITY_DN9747_c0_g1_i1,sp|O23708|PSA2A_ARATH,1.64E-119
TRINITY_DN9706_c0_g1_i2,sp|Q9UQB9|AURKC_HUMAN,6.46E-40
TRINITY_DN13063_c0_g1_i12,sp|Q8HXY7|ACADV_MACFA,2.80E-28
TRINITY_DN9776_c0_g1_i1,sp|Q8L518|CK2_ARATH,2.45E-36
TRINITY_DN9776_c0_g1_i2,sp|Q8L518|CK2_ARATH,5.38E-36
TRINITY_DN9703_c0_g1_i3,sp|Q32TF8|EFHC2_DANRE,3.15E-87
TRINITY_DN31178_c0_g1_i2,sp|P63036|DNJA1_RAT,3.88E-27
TRINITY_DN24555_c1_g1_i1,sp|P21671|PLCD4_BOVIN,1.31E-46
TRINITY_DN15314_c0_g1_i2,sp|Q948T9|RBOHB_SOLTU,7.90E-24
TRINITY_DN24636_c0_g1_i2,sp|F4K2E9|PRP16_ARATH,0
TRINITY_DN9944_c0_g1_i2,sp|Q9P7Q4|SEC18_SCHPO,0
TRINITY_DN24492_c0_g1_i2,sp|Q54I10|MMSA_DICDI,0
TRINITY_DN9437_c0_g1_i1,sp|P35700|PRDX1_MOUSE,3.59E-38
TRINITY_DN2778_c0_g3_i3,sp|P0CT30|SGT2_USTMA,2.84E-24
TRINITY_DN1334_c0_g1_i4,sp|Q9HFY6|CALM_BLAEM,4.21E-26
TRINITY_DN6846_c0_g2_i1,sp|Q76PD2|HEL2_SCHPO,1.15E-38
TRINITY_DN25638_c0_g1_i1,sp|Q9UTM4|TCPE_SCHPO,0
TRINITY_DN186_c0_g1_i10,sp|P33188|TBB1_PARTE,0
TRINITY_DN720_c0_g2_i1,sp|P27798|CALR_CAEEL,1.17E-78
TRINITY_DN8436_c0_g1_i4,sp|Q05045|CH61_CUCMA,0
TRINITY_DN971_c0_g1_i1,sp|Q8RX88|FACE1_ARATH,1.43E-102
TRINITY_DN16460_c1_g1_i3,sp|O75533|SF3B1_HUMAN,0
TRINITY_DN2036_c0_g1_i1,sp|P22953|MD37E_ARATH,0
TRINITY_DN458_c0_g2_i5,sp|P26182|ACT_ACHBI,0
TRINITY_DN20954_c0_g1_i2,sp|Q9S7U0|INO1_WHEAT,0
TRINITY_DN30766_c1_g1_i3,sp|Q9FF55|PDI14_ARATH,6.29E-64
TRINITY_DN8436_c0_g1_i2,sp|Q05045|CH61_CUCMA,0
TRINITY_DN513_c0_g2_i6,sp|Q2VZN0|ATPA_MAGSA,0
TRINITY_DN5041_c0_g1_i11,sp|P36863|YPTV4_VOLCA,1.76E-100
TRINITY_DN186_c0_g1_i7,sp|P33188|TBB1_PARTE,0
