"","qseqid","sseqid","evalue","bitscore","staxids","sscinames","scomnames","sskingdoms"
"280474","TRINITY_DN10114_c1_g3_i1","gi|953224061|gb|KP691642.1|",3.38e-47,201,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280475","TRINITY_DN10114_c1_g3_i1","gi|953224061|gb|KP691642.1|",9.09e-23,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280476","TRINITY_DN10114_c1_g3_i2","gi|953224061|gb|KP691642.1|",7.21e-47,199,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280477","TRINITY_DN10114_c2_g1_i4","gi|953224061|gb|KP691642.1|",2.43e-34,158,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280485","TRINITY_DN10139_c1_g1_i3","gi|218156976|gb|FJ439621.1|",8.24e-48,203,"6761","Scylla serrata","giant mud crab","Eukaryota"
"280503","TRINITY_DN10160_c0_g1_i1","gi|347439535|gb|JN415099.1|",7.33e-29,140,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280549","TRINITY_DN17423_c3_g1_i1","gi|995975386|gb|KU175343.1|",3.52e-24,123,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280581","TRINITY_DN17465_c0_g1_i2","gi|748203607|gb|KM189809.1|",3.49e-47,201,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280582","TRINITY_DN17465_c0_g1_i1","gi|748203607|gb|KM189809.1|",3.46e-47,201,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280606","TRINITY_DN6206_c0_g1_i5","gi|983168148|gb|KT804694.1|",0,1229,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"280607","TRINITY_DN6206_c0_g1_i6","gi|983168148|gb|KT804694.1|",4.62e-28,140,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"280608","TRINITY_DN6206_c0_g1_i3","gi|983168148|gb|KT804694.1|",2.4e-29,140,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"280609","TRINITY_DN6206_c0_g1_i1","gi|983168148|gb|KT804694.1|",2.09e-142,517,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"280610","TRINITY_DN6206_c0_g1_i2","gi|983168148|gb|KT804694.1|",1.31e-28,140,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"280697","TRINITY_DN43876_c0_g1_i1","gi|1476009187|gb|MH037158.1|",1.53e-44,190,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280705","TRINITY_DN17532_c0_g2_i1","gi|302746226|gb|HM988726.1|",0,960,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280706","TRINITY_DN17532_c0_g1_i1","gi|302746226|gb|HM988726.1|",0,778,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280738","TRINITY_DN17517_c0_g1_i1","gi|1236765732|gb|MF686677.1|",6.87e-40,176,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280749","TRINITY_DN17541_c0_g1_i3","gi|995975384|gb|KU175342.1|",2.86e-23,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280750","TRINITY_DN17541_c0_g1_i2","gi|89078342|gb|DQ388800.1|",1.88e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280751","TRINITY_DN17541_c0_g1_i1","gi|89078342|gb|DQ388800.1|",2.05e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280772","TRINITY_DN34729_c1_g1_i1","gi|1109582851|gb|KX037434.1|",1.46e-57,235,"39395","Cancer borealis","Jonah crab","Eukaryota"
"280893","TRINITY_DN5393_c0_g3_i1","gi|396582128|gb|HQ587050.2|",0,928,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281318","TRINITY_DN60080_c0_g1_i1","gi|1040975708|gb|KU872539.1|",1.12e-83,320,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281321","TRINITY_DN60017_c0_g1_i1","gi|1109582857|gb|KX037437.1|",9.18e-100,374,"39395","Cancer borealis","Jonah crab","Eukaryota"
"281324","TRINITY_DN60026_c0_g1_i1","gi|574486968|gb|KF469223.1|",4.79e-50,208,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281333","TRINITY_DN25756_c0_g1_i1","gi|300136786|gb|GQ165621.2|",5.19e-32,149,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"281349","TRINITY_DN42932_c0_g1_i1","gi|121484227|gb|EF102018.1|",1.12e-72,284,"80836","Portunus pelagicus","sand crab","Eukaryota"
"281351","TRINITY_DN42928_c0_g1_i1","gi|1093336740|gb|KU985443.1|",9.5e-42,181,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281352","TRINITY_DN4436_c0_g1_i2","gi|107051810|gb|DQ535030.1|",0,2482,"29965","Metacarcinus magister","Dungeness crab","Eukaryota"
"281353","TRINITY_DN4436_c0_g1_i3","gi|1189483572|gb|KU644140.1|",0,2489,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281354","TRINITY_DN4436_c0_g1_i3","gi|1189483572|gb|KU644140.1|",0,902,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281355","TRINITY_DN4436_c0_g1_i5","gi|107051810|gb|DQ535030.1|",0,1582,"29965","Metacarcinus magister","Dungeness crab","Eukaryota"
"281356","TRINITY_DN4436_c0_g1_i5","gi|107051810|gb|DQ535030.1|",0,902,"29965","Metacarcinus magister","Dungeness crab","Eukaryota"
"281357","TRINITY_DN4436_c0_g1_i6","gi|1189483572|gb|KU644140.1|",0,3360,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281358","TRINITY_DN4436_c0_g1_i4","gi|1189483572|gb|KU644140.1|",0,2462,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281359","TRINITY_DN4436_c0_g1_i4","gi|1189483572|gb|KU644140.1|",0,902,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281360","TRINITY_DN4436_c0_g1_i1","gi|1189483572|gb|KU644140.1|",0,3388,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281361","TRINITY_DN4414_c0_g1_i10","gi|575498408|gb|KC900086.1|",0,2003,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281362","TRINITY_DN4414_c0_g1_i3","gi|575498408|gb|KC900086.1|",0,2003,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281363","TRINITY_DN4414_c0_g1_i6","gi|575498408|gb|KC900086.1|",0,2003,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281364","TRINITY_DN4414_c0_g1_i1","gi|575498408|gb|KC900086.1|",0,2003,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281365","TRINITY_DN4414_c0_g1_i2","gi|575498408|gb|KC900086.1|",0,2003,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281366","TRINITY_DN4414_c0_g1_i8","gi|575498408|gb|KC900086.1|",0,2003,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281424","TRINITY_DN4421_c0_g2_i1","gi|377830328|gb|JQ316171.1|",0,1407,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281453","TRINITY_DN4402_c0_g1_i1","gi|306417152|emb|FR687020.1|",0,737,"6755","Cancer pagurus","edible crab","Eukaryota"
"281454","TRINITY_DN4402_c0_g1_i7","gi|306417152|emb|FR687020.1|",0,1893,"6755","Cancer pagurus","edible crab","Eukaryota"
"281455","TRINITY_DN4402_c0_g1_i6","gi|306417152|emb|FR687020.1|",0,1115,"6755","Cancer pagurus","edible crab","Eukaryota"
"281456","TRINITY_DN4402_c0_g1_i6","gi|306417152|emb|FR687020.1|",1.46e-109,410,"6755","Cancer pagurus","edible crab","Eukaryota"
"281457","TRINITY_DN4402_c0_g1_i6","gi|306417152|emb|FR687020.1|",1.79e-32,154,"6755","Cancer pagurus","edible crab","Eukaryota"
"281458","TRINITY_DN4402_c0_g1_i3","gi|306417152|emb|FR687020.1|",1.6e-53,223,"6755","Cancer pagurus","edible crab","Eukaryota"
"281459","TRINITY_DN4402_c0_g1_i4","gi|306417152|emb|FR687020.1|",0,1115,"6755","Cancer pagurus","edible crab","Eukaryota"
"281460","TRINITY_DN4402_c0_g1_i4","gi|306417152|emb|FR687020.1|",8.03e-156,563,"6755","Cancer pagurus","edible crab","Eukaryota"
"281461","TRINITY_DN4402_c0_g1_i5","gi|306417152|emb|FR687020.1|",0,737,"6755","Cancer pagurus","edible crab","Eukaryota"
"281479","TRINITY_DN16643_c1_g1_i1","gi|338224289|gb|HM217780.1|",1.22e-44,194,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281480","TRINITY_DN16643_c1_g1_i3","gi|995975384|gb|KU175342.1|",1.08e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281485","TRINITY_DN16670_c0_g1_i1","gi|1108658343|gb|KX016772.1|",3.7e-64,257,"39395","Cancer borealis","Jonah crab","Eukaryota"
"281486","TRINITY_DN16670_c0_g1_i3","gi|1108658343|gb|KX016772.1|",3.13e-64,257,"39395","Cancer borealis","Jonah crab","Eukaryota"
"281528","TRINITY_DN16758_c0_g1_i2","gi|971533771|gb|KU214503.1|",0,1328,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"281529","TRINITY_DN16758_c0_g1_i4","gi|971533771|gb|KU214503.1|",0,1328,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"281530","TRINITY_DN16758_c0_g1_i3","gi|971533771|gb|KU214503.1|",0,1328,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"281550","TRINITY_DN58270_c0_g1_i1","gi|338224311|gb|HM217793.1|",2.52e-31,147,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281570","TRINITY_DN24989_c2_g1_i1","gi|1066131|gb|L49023.1|HINMSATA",1.92e-21,114,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"281580","TRINITY_DN50111_c0_g1_i1","gi|338224438|gb|HM217865.1|",2.78e-42,183,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281592","TRINITY_DN15801_c0_g1_i2","gi|1122815932|gb|KX785223.1|",5.8e-31,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281593","TRINITY_DN15801_c0_g1_i2","gi|1122815932|gb|KX785223.1|",1.05e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281594","TRINITY_DN15801_c0_g1_i1","gi|1122815932|gb|KX785223.1|",1.96e-45,194,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281595","TRINITY_DN15801_c0_g1_i1","gi|1122815932|gb|KX785223.1|",1.16e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281596","TRINITY_DN15801_c0_g1_i3","gi|1122815932|gb|KX785223.1|",2.91e-43,187,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281597","TRINITY_DN15801_c0_g1_i3","gi|1122815932|gb|KX785223.1|",2.1e-32,150,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281649","TRINITY_DN15916_c1_g1_i1","gi|89078342|gb|DQ388800.1|",2.77e-36,163,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281653","TRINITY_DN15911_c0_g1_i1","gi|319432630|gb|GU443952.1|",2.18e-153,554,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281654","TRINITY_DN15936_c0_g1_i1","gi|219937541|emb|AM231066.1|",4.87e-44,188,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"281683","TRINITY_DN57499_c0_g1_i1","gi|770594574|gb|KM042200.1|",4.22e-51,212,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281684","TRINITY_DN57404_c0_g1_i1","gi|995975386|gb|KU175343.1|",3.69e-66,262,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281685","TRINITY_DN57404_c0_g1_i1","gi|995975386|gb|KU175343.1|",2.19e-37,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281691","TRINITY_DN41104_c0_g1_i1","gi|1143637413|gb|KX681676.1|",2.16e-21,114,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281715","TRINITY_DN48454_c0_g1_i1","gi|1491815379|gb|MG756654.1|",1.49e-38,172,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281720","TRINITY_DN48455_c0_g1_i1","gi|262401288|gb|FJ774826.1|",5.16e-166,596,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281722","TRINITY_DN48418_c0_g1_i1","gi|443614322|gb|JQ864186.1|",7.46e-129,473,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281820","TRINITY_DN9397_c0_g1_i1","gi|345452834|gb|HQ260915.1|",8.27e-148,536,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281822","TRINITY_DN9305_c0_g1_i3","gi|1122815932|gb|KX785223.1|",2.14e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281823","TRINITY_DN9305_c0_g1_i3","gi|1122815932|gb|KX785223.1|",1.65e-21,114,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281824","TRINITY_DN9305_c0_g1_i2","gi|1122815932|gb|KX785223.1|",2.14e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281847","TRINITY_DN1687_c0_g1_i1","gi|486170769|gb|JX452100.1|",0,2843,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281848","TRINITY_DN1687_c0_g1_i2","gi|486170769|gb|JX452100.1|",0,2843,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281858","TRINITY_DN1617_c1_g1_i4","gi|262401020|gb|FJ774691.1|",1.1e-44,194,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281859","TRINITY_DN1617_c1_g1_i3","gi|262401020|gb|FJ774691.1|",1.28e-44,194,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281860","TRINITY_DN1617_c1_g1_i2","gi|262401020|gb|FJ774691.1|",1.08e-44,194,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281861","TRINITY_DN1613_c0_g1_i1","gi|218156976|gb|FJ439621.1|",2.71e-83,320,"6761","Scylla serrata","giant mud crab","Eukaryota"
"281862","TRINITY_DN1613_c0_g1_i2","gi|1122815932|gb|KX785223.1|",7.54e-30,143,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281863","TRINITY_DN1613_c0_g1_i5","gi|1122815932|gb|KX785223.1|",5.35e-33,152,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281864","TRINITY_DN1613_c0_g1_i7","gi|347439535|gb|JN415099.1|",6.79e-63,253,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281865","TRINITY_DN1613_c0_g2_i1","gi|347439535|gb|JN415099.1|",2.2e-54,224,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281866","TRINITY_DN1613_c0_g3_i1","gi|906542626|gb|KJ728650.1|",1.51e-44,190,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281867","TRINITY_DN1693_c0_g1_i1","gi|703624007|gb|KM275218.1|",4.25e-174,623,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281869","TRINITY_DN1693_c0_g1_i2","gi|703624007|gb|KM275218.1|",1.28e-174,625,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281880","TRINITY_DN1680_c0_g1_i2","gi|262401074|gb|FJ774718.1|",0,769,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281881","TRINITY_DN1680_c0_g1_i4","gi|262401074|gb|FJ774718.1|",0,769,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281882","TRINITY_DN1680_c0_g1_i3","gi|262401074|gb|FJ774718.1|",0,769,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281904","TRINITY_DN1631_c0_g1_i1","gi|345452838|gb|HQ260917.1|",0,1067,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281919","TRINITY_DN1668_c2_g1_i1","gi|89078342|gb|DQ388800.1|",6.73e-33,154,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281926","TRINITY_DN1654_c1_g1_i2","gi|345452836|gb|HQ260916.1|",0,991,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281927","TRINITY_DN1654_c1_g1_i1","gi|345452836|gb|HQ260916.1|",0,991,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281943","TRINITY_DN1629_c0_g1_i4","gi|262400972|gb|FJ774666.1|",0,798,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281944","TRINITY_DN1629_c0_g1_i2","gi|262400972|gb|FJ774666.1|",0,755,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281945","TRINITY_DN1629_c0_g1_i1","gi|262400972|gb|FJ774666.1|",0,755,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281946","TRINITY_DN1629_c0_g1_i3","gi|262400972|gb|FJ774666.1|",0,798,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281958","TRINITY_DN1626_c0_g1_i3","gi|218156976|gb|FJ439621.1|",9.64e-38,170,"6761","Scylla serrata","giant mud crab","Eukaryota"
"281962","TRINITY_DN1626_c0_g3_i1","gi|260586475|gb|GQ892832.1|",0,1808,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281973","TRINITY_DN1672_c0_g1_i1","gi|262400992|gb|FJ774676.1|",4.79e-26,131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281975","TRINITY_DN1672_c0_g1_i2","gi|262400992|gb|FJ774676.1|",4.33e-26,131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281985","TRINITY_DN1623_c1_g4_i1","gi|1236765732|gb|MF686677.1|",1.47e-29,143,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"281994","TRINITY_DN32193_c0_g1_i13","gi|1217107187|emb|LT797149.2|",0,1131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281995","TRINITY_DN32193_c0_g1_i11","gi|1217107187|emb|LT797149.2|",0,1131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281997","TRINITY_DN32193_c0_g1_i12","gi|1217107187|emb|LT797149.2|",0,1131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281998","TRINITY_DN32193_c0_g1_i3","gi|1217107187|emb|LT797149.2|",0,1131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"281999","TRINITY_DN32193_c0_g1_i2","gi|1217107187|emb|LT797149.2|",0,976,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282000","TRINITY_DN32193_c0_g1_i15","gi|1217107187|emb|LT797149.2|",0,1131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282001","TRINITY_DN32134_c0_g1_i1","gi|1151123104|gb|KY487995.1|",1.35e-72,284,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"282015","TRINITY_DN23002_c0_g1_i1","gi|86285412|gb|DQ355437.1|",0,993,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"282016","TRINITY_DN23002_c0_g1_i2","gi|86285412|gb|DQ355437.1|",0,971,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"282029","TRINITY_DN23057_c0_g1_i1","gi|848658190|gb|KP642083.1|",5.03e-65,260,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282075","TRINITY_DN8430_c0_g1_i1","gi|1476009191|gb|MH037160.1|",0,1855,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282076","TRINITY_DN8430_c0_g1_i4","gi|1476009191|gb|MH037160.1|",0,1855,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282095","TRINITY_DN8418_c1_g1_i1","gi|89078342|gb|DQ388800.1|",9.32e-51,212,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282098","TRINITY_DN8450_c0_g1_i2","gi|995975386|gb|KU175343.1|",6.65e-48,205,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282131","TRINITY_DN14020_c1_g1_i2","gi|1122815932|gb|KX785223.1|",6.16e-45,192,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282132","TRINITY_DN14020_c1_g1_i1","gi|1122815932|gb|KX785223.1|",1.86e-42,185,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282133","TRINITY_DN14020_c0_g1_i3","gi|1122815932|gb|KX785223.1|",4.25e-21,113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282134","TRINITY_DN14020_c0_g1_i2","gi|1122815932|gb|KX785223.1|",4.27e-21,113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282211","TRINITY_DN14036_c0_g1_i4","gi|299560919|gb|GU182985.1|",7e-23,118,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282212","TRINITY_DN14036_c0_g1_i3","gi|299560919|gb|GU182985.1|",8.86e-22,118,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282218","TRINITY_DN31298_c0_g1_i1","gi|387571562|gb|JQ860424.1|",0,769,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282219","TRINITY_DN31277_c0_g1_i1","gi|269930123|gb|GU168778.1|",7.34e-115,425,"6761","Scylla serrata","giant mud crab","Eukaryota"
"282220","TRINITY_DN31277_c0_g2_i1","gi|1402109960|gb|MF536876.1|",4.23e-27,132,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282227","TRINITY_DN31249_c0_g3_i1","gi|995975384|gb|KU175342.1|",6.05e-49,206,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282228","TRINITY_DN31249_c0_g3_i2","gi|995975384|gb|KU175342.1|",9.78e-92,349,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282229","TRINITY_DN31249_c0_g3_i3","gi|995975384|gb|KU175342.1|",4.21e-61,246,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282230","TRINITY_DN31249_c0_g3_i4","gi|995975384|gb|KU175342.1|",7.14e-81,313,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282231","TRINITY_DN31249_c0_g1_i1","gi|1122815932|gb|KX785223.1|",8.02e-37,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282240","TRINITY_DN31237_c0_g1_i1","gi|1108658554|gb|KX016783.1|",1.56e-85,327,"39395","Cancer borealis","Jonah crab","Eukaryota"
"282252","TRINITY_DN47645_c0_g1_i1","gi|1043379034|gb|KX454537.1|",2.18e-25,127,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282261","TRINITY_DN31352_c0_g1_i1","gi|1109582849|gb|KX037433.1|",1.99e-89,340,"39395","Cancer borealis","Jonah crab","Eukaryota"
"282325","TRINITY_DN38695_c0_g1_i6","gi|953224061|gb|KP691642.1|",5.16e-35,159,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282326","TRINITY_DN38695_c0_g1_i11","gi|953224061|gb|KP691642.1|",3.5e-37,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282327","TRINITY_DN38695_c0_g1_i9","gi|953224061|gb|KP691642.1|",1.07e-37,168,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282328","TRINITY_DN38695_c0_g1_i3","gi|953224061|gb|KP691642.1|",1.11e-37,168,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282329","TRINITY_DN38695_c0_g1_i7","gi|953224061|gb|KP691642.1|",7.6e-39,172,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282348","TRINITY_DN55854_c0_g1_i1","gi|338224325|gb|HM217802.1|",1.24e-115,428,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282361","TRINITY_DN55974_c0_g1_i1","gi|770594574|gb|KM042200.1|",7.94e-114,421,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"282363","TRINITY_DN55915_c0_g1_i1","gi|1108658586|gb|KX016785.1|",4.58e-58,235,"39395","Cancer borealis","Jonah crab","Eukaryota"
"282366","TRINITY_DN55928_c0_g1_i1","gi|429510529|gb|JQ711144.1|",7.1e-48,201,"6761","Scylla serrata","giant mud crab","Eukaryota"
"282370","TRINITY_DN13293_c0_g1_i1","gi|338224402|gb|HM217845.1|",1.19e-67,269,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282371","TRINITY_DN13293_c0_g1_i3","gi|338224402|gb|HM217845.1|",1.34e-67,269,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"282382","TRINITY_DN13298_c0_g1_i1","gi|486170775|gb|JX452101.1|",4e-46,196,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
