Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN6195_c0_g1_i1	146.9723045	4.407432462	1.310809567	3.362374346	0.000772753	0.02158549	sp	Q4VRV8	IMDH_TOXGO	69.4	124	38	0	4	375	180	303	1.9e-41	169.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6200_c0_g1_i1	108.6173196	6.465852791	1.03208208	6.264862957	3.73e-10	5.87e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6257_c0_g1_i1	116.3774034	5.766202613	1.059204847	5.443897494	5.21e-08	3.78e-06	sp	P82149	NT53_DROME	49.3	144	71	1	495	64	166	307	3.2e-25	116.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6272_c0_g1_i2	17.41813949	7.474495774	2.211332912	3.380086161	0.000724631	0.020444577	sp	Q9P217	ZSWM5_HUMAN	57.2	1039	367	8	2	3106	221	1185	0	1142.1	ZSWM5_HUMAN	reviewed	Zinc finger SWIM domain-containing protein 5	ZSWIM5 KIAA1511	Homo sapiens (Human)	1185		extracellular space [GO:0005615]	zinc ion binding [GO:0008270]	extracellular space [GO:0005615]; zinc ion binding [GO:0008270]	GO:0005615; GO:0008270
TRINITY_DN6329_c0_g1_i1	33.98688944	8.437605485	1.83439841	4.599658088	4.23e-06	0.000184522	sp	P90992	M2OM_CAEEL	51.3	115	55	1	345	4	108	222	1.2e-26	120.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6333_c0_g1_i1	177.9936188	7.87880628	1.070226383	7.361812794	1.81e-13	1.27e-10	sp	Q6DI37	UBCP1_DANRE	50.5	307	137	7	18	911	18	318	9.5e-75	282	UBCP1_DANRE	reviewed	Ubiquitin-like domain-containing CTD phosphatase 1 (EC 3.1.3.16) (Nuclear proteasome inhibitor UBLCP1)	ublcp1 zgc:86634	Danio rerio (Zebrafish) (Brachydanio rerio)	318		nucleus [GO:0005634]	protein serine/threonine phosphatase activity [GO:0004722]	nucleus [GO:0005634]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0004722; GO:0005634
TRINITY_DN6333_c0_g1_i2	121.1741038	10.27128299	1.617027227	6.351954263	2.13e-10	3.73e-08	sp	Q6DI37	UBCP1_DANRE	50.5	307	137	7	18	911	18	318	9.7e-75	282	UBCP1_DANRE	reviewed	Ubiquitin-like domain-containing CTD phosphatase 1 (EC 3.1.3.16) (Nuclear proteasome inhibitor UBLCP1)	ublcp1 zgc:86634	Danio rerio (Zebrafish) (Brachydanio rerio)	318		nucleus [GO:0005634]	protein serine/threonine phosphatase activity [GO:0004722]	nucleus [GO:0005634]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0004722; GO:0005634
TRINITY_DN6334_c0_g1_i1	258.8690525	6.765613496	0.922392435	7.334853628	2.22e-13	1.45e-10	sp	Q4WAS9	SWR1_ASPFU	47.3	256	125	3	754	8	1351	1603	1.8e-54	214.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6354_c0_g1_i1	398.3340531	6.594476044	1.02761864	6.417240587	1.39e-10	2.6e-08	sp	Q96FW1	OTUB1_HUMAN	36.9	206	116	7	40	639	14	211	2.2e-29	130.6	OTUB1_HUMAN	reviewed	Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1)	OTUB1 OTB1 OTU1 HSPC263	Homo sapiens (Human)	271	adaptive immune response [GO:0002250]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to interleukin-1 [GO:0071347]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	NEDD8-specific protease activity [GO:0019784]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NEDD8-specific protease activity [GO:0019784]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; adaptive immune response [GO:0002250]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to interleukin-1 [GO:0071347]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]	GO:0002250; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006281; GO:0006974; GO:0016579; GO:0019784; GO:0031625; GO:0043130; GO:0070062; GO:0071108; GO:0071347; GO:1901315; GO:2000780
TRINITY_DN6437_c0_g1_i1	94.2736456	4.7520115	1.237312734	3.840590475	0.000122739	0.00393745	sp	Q99MN1	SYK_MOUSE	56.4	78	25	3	228	4	398	469	5.9e-14	77.8	SYK_MOUSE	reviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	Kars	Mus musculus (Mouse)	595	activation of MAPK activity [GO:0000187]; basophil activation involved in immune response [GO:0002276]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; ERK1 and ERK2 cascade [GO:0070371]; lysyl-tRNA aminoacylation [GO:0006430]; negative regulation of cell proliferation [GO:0008285]; positive regulation of cytokine production involved in inflammatory response [GO:1900017]; positive regulation of cytokine secretion involved in immune response [GO:0002741]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of macrophage activation [GO:0043032]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of metallopeptidase activity [GO:1905050]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of transcription, DNA-templated [GO:0045893]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]	ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; scaffold protein binding [GO:0097110]	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; scaffold protein binding [GO:0097110]; activation of MAPK activity [GO:0000187]; basophil activation involved in immune response [GO:0002276]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; ERK1 and ERK2 cascade [GO:0070371]; lysyl-tRNA aminoacylation [GO:0006430]; negative regulation of cell proliferation [GO:0008285]; positive regulation of cytokine production involved in inflammatory response [GO:1900017]; positive regulation of cytokine secretion involved in immune response [GO:0002741]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of macrophage activation [GO:0043032]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of metallopeptidase activity [GO:1905050]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of transcription, DNA-templated [GO:0045893]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	GO:0000187; GO:0002276; GO:0002741; GO:0003676; GO:0004824; GO:0005524; GO:0005615; GO:0005739; GO:0005829; GO:0006430; GO:0008285; GO:0010759; GO:0015966; GO:0017101; GO:0033209; GO:0043032; GO:0045893; GO:0046872; GO:0070371; GO:0070374; GO:0097110; GO:1900017; GO:1900745; GO:1905050
TRINITY_DN6460_c0_g1_i1	80.48701982	5.399242594	1.138761879	4.741327131	2.12e-06	9.76e-05	sp	Q55G91	U160_DICDI	54	63	29	0	191	3	6	68	3.7e-14	79	U160_DICDI	reviewed	UPF0160 protein	DDB_G0267768	Dictyostelium discoideum (Slime mold)	329					
TRINITY_DN6539_c0_g1_i1	138.7145054	10.46685121	1.589238219	6.586080727	4.52e-11	1.04e-08	sp	Q9CYR6	AGM1_MOUSE	48.6	109	51	2	325	11	10	117	8.9e-20	98.2	AGM1_MOUSE	reviewed	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3)	Pgm3 Agm1 Pgm-3	Mus musculus (Mouse)	542	carbohydrate metabolic process [GO:0005975]; glucose 1-phosphate metabolic process [GO:0019255]; hemopoiesis [GO:0030097]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]; spermatogenesis [GO:0007283]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	cytosol [GO:0005829]	magnesium ion binding [GO:0000287]; phosphoacetylglucosamine mutase activity [GO:0004610]; phosphoglucomutase activity [GO:0004614]	cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; phosphoacetylglucosamine mutase activity [GO:0004610]; phosphoglucomutase activity [GO:0004614]; carbohydrate metabolic process [GO:0005975]; glucose 1-phosphate metabolic process [GO:0019255]; hemopoiesis [GO:0030097]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]; spermatogenesis [GO:0007283]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	GO:0000287; GO:0004610; GO:0004614; GO:0005829; GO:0005975; GO:0006048; GO:0006487; GO:0006493; GO:0007283; GO:0019255; GO:0030097
TRINITY_DN6591_c0_g1_i1	82.36495229	5.825197202	1.100728086	5.292130977	1.21e-07	7.64e-06	sp	Q943Z6	SRP19_ARATH	50	82	41	0	246	1	2	83	1.6e-18	93.2	SRP19_ARATH	reviewed	Signal recognition particle 19 kDa protein (SRP19)	SRP19 At1g48160 F21D18.11	Arabidopsis thaliana (Mouse-ear cress)	145	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition [GO:0006617]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	signal recognition particle, endoplasmic reticulum targeting [GO:0005786]	7S RNA binding [GO:0008312]	signal recognition particle, endoplasmic reticulum targeting [GO:0005786]; 7S RNA binding [GO:0008312]; SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition [GO:0006617]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	GO:0005786; GO:0006616; GO:0006617; GO:0008312
TRINITY_DN6602_c0_g1_i1	187.5828872	6.307061182	0.983033502	6.415916821	1.4e-10	2.6e-08	sp	Q9LVP1	TOP3A_ARATH	45.6	206	103	5	615	10	3	203	7.7e-37	155.6	TOP3A_ARATH	reviewed	DNA topoisomerase 3-alpha (EC 5.99.1.2)	TOP3A At5g63920 MGI19.16	Arabidopsis thaliana (Mouse-ear cress)	926	chromosome segregation [GO:0007059]; DNA repair [GO:0006281]; DNA topological change [GO:0006265]; resolution of meiotic recombination intermediates [GO:0000712]	chromosome [GO:0005694]; nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type I activity [GO:0003917]; zinc ion binding [GO:0008270]	chromosome [GO:0005694]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type I activity [GO:0003917]; zinc ion binding [GO:0008270]; chromosome segregation [GO:0007059]; DNA repair [GO:0006281]; DNA topological change [GO:0006265]; resolution of meiotic recombination intermediates [GO:0000712]	GO:0000712; GO:0003677; GO:0003916; GO:0003917; GO:0005634; GO:0005694; GO:0006265; GO:0006281; GO:0007059; GO:0008270
TRINITY_DN662_c0_g1_i11	15.60278009	7.315847402	2.300491732	3.180123319	0.001472124	0.038754105	sp	Q80TP3	UBR5_MOUSE	43.4	3100	1211	62	8877	277	4	2792	0	1804.6	UBR5_MOUSE	reviewed	E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog)	Ubr5 Edd Edd1 Kiaa0896	Mus musculus (Mouse)	2792	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; negative regulation of interleukin-17 secretion [GO:1905077]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of catenin import into nucleus [GO:0035413]; positive regulation of gene expression [GO:0010628]; positive regulation of protein import into nucleus, translocation [GO:0033160]; progesterone receptor signaling pathway [GO:0050847]; protein polyubiquitination [GO:0000209]; regulation of protein stability [GO:0031647]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein complex [GO:0043234]	RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein complex [GO:0043234]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; negative regulation of interleukin-17 secretion [GO:1905077]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of catenin import into nucleus [GO:0035413]; positive regulation of gene expression [GO:0010628]; positive regulation of protein import into nucleus, translocation [GO:0033160]; progesterone receptor signaling pathway [GO:0050847]; protein polyubiquitination [GO:0000209]; regulation of protein stability [GO:0031647]	GO:0000209; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006281; GO:0006974; GO:0008270; GO:0010628; GO:0016020; GO:0031647; GO:0033160; GO:0034450; GO:0035413; GO:0043130; GO:0043234; GO:0048471; GO:0050847; GO:0061630; GO:0090263; GO:1901315; GO:1905077; GO:2000780
TRINITY_DN662_c0_g1_i2	24.26850945	7.952568047	1.996851208	3.98255414	6.82e-05	0.002284041	sp	Q80TP3	UBR5_MOUSE	43.3	3104	1211	62	8889	277	4	2792	0	1803.9	UBR5_MOUSE	reviewed	E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog)	Ubr5 Edd Edd1 Kiaa0896	Mus musculus (Mouse)	2792	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; negative regulation of interleukin-17 secretion [GO:1905077]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of catenin import into nucleus [GO:0035413]; positive regulation of gene expression [GO:0010628]; positive regulation of protein import into nucleus, translocation [GO:0033160]; progesterone receptor signaling pathway [GO:0050847]; protein polyubiquitination [GO:0000209]; regulation of protein stability [GO:0031647]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein complex [GO:0043234]	RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein complex [GO:0043234]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; negative regulation of interleukin-17 secretion [GO:1905077]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of catenin import into nucleus [GO:0035413]; positive regulation of gene expression [GO:0010628]; positive regulation of protein import into nucleus, translocation [GO:0033160]; progesterone receptor signaling pathway [GO:0050847]; protein polyubiquitination [GO:0000209]; regulation of protein stability [GO:0031647]	GO:0000209; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006281; GO:0006974; GO:0008270; GO:0010628; GO:0016020; GO:0031647; GO:0033160; GO:0034450; GO:0035413; GO:0043130; GO:0043234; GO:0048471; GO:0050847; GO:0061630; GO:0090263; GO:1901315; GO:1905077; GO:2000780
TRINITY_DN664_c0_g1_i1	60.48164959	-5.344248676	1.41713628	-3.771160722	0.00016249	0.005120778	sp	Q6P298	NUBP1_DANRE	44.1	304	159	6	2272	1391	7	309	1.6e-69	265.8	NUBP1_DANRE	reviewed	Cytosolic Fe-S cluster assembly factor nubp1 (Nucleotide-binding protein 1) (NBP 1)	nubp1 zgc:92138	Danio rerio (Zebrafish) (Brachydanio rerio)	321	iron-sulfur cluster assembly [GO:0016226]	cytosol [GO:0005829]	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	GO:0005524; GO:0005829; GO:0016226; GO:0046872; GO:0051536; GO:0051539
TRINITY_DN6653_c0_g1_i1	21.49437098	7.777822969	2.112660177	3.681530542	0.000231838	0.007090349	sp	Q9P2E3	ZNFX1_HUMAN	60.4	91	29	3	269	12	583	671	1.3e-23	110.2	ZNFX1_HUMAN	reviewed	NFX1-type zinc finger-containing protein 1	ZNFX1 KIAA1404	Homo sapiens (Human)	1918		nucleus [GO:0005634]	RNA binding [GO:0003723]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; RNA binding [GO:0003723]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]	GO:0003700; GO:0003723; GO:0005634; GO:0008270
TRINITY_DN6680_c0_g1_i1	155.7876384	7.685102066	1.067754642	7.197441961	6.14e-13	3.09e-10	sp	Q755N4	DBP2_ASHGO	68.7	147	46	0	6	446	125	271	3.9e-54	212.2	DBP2_ASHGO	reviewed	ATP-dependent RNA helicase DBP2 (EC 3.6.4.13)	DBP2 AFL221C	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)	557	messenger ribonucleoprotein complex assembly [GO:1990120]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; messenger ribonucleoprotein complex assembly [GO:1990120]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]	GO:0000184; GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0010501; GO:0071042; GO:1990120
TRINITY_DN6728_c0_g1_i1	52.42841515	6.704721196	1.381340636	4.853778293	1.21e-06	6.02e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6741_c0_g1_i1	25.55281177	8.026762339	1.957418389	4.100688123	4.12e-05	0.001438805	sp	O70228	ATP9A_MOUSE	63.9	61	21	1	186	4	144	203	2.8e-15	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6825_c0_g1_i1	254.3853202	5.798638103	1.116410409	5.194002186	2.06e-07	1.22e-05	sp	Q5CP76	RS3A_CRYHO	56.1	114	44	2	335	6	151	262	4.2e-24	112.1	RS3A_CRYHO	reviewed	40S ribosomal protein S3a	Chro.40360	Cryptosporidium hominis	262	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN6914_c0_g1_i1	198.7672583	6.391402004	0.981793359	6.509925887	7.52e-11	1.64e-08	sp	Q2KJ25	PSD12_BOVIN	52.1	140	67	0	12	431	131	270	1.9e-37	156.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7015_c0_g1_i1	95.44538795	5.205516935	1.152546847	4.516533924	6.29e-06	0.000264133	sp	Q9DCD2	SYF1_MOUSE	57.4	188	74	3	547	2	420	607	2.3e-56	219.9	SYF1_MOUSE	reviewed	Pre-mRNA-splicing factor SYF1 (XPA-binding protein 2)	Xab2 Syf1	Mus musculus (Mouse)	855	blastocyst development [GO:0001824]; cerebral cortex development [GO:0021987]; generation of catalytic spliceosome for first transesterification step [GO:0000349]; transcription, DNA-templated [GO:0006351]; transcription-coupled nucleotide-excision repair [GO:0006283]	catalytic step 1 spliceosome [GO:0071012]; catalytic step 2 spliceosome [GO:0071013]; membrane [GO:0016020]; post-mRNA release spliceosomal complex [GO:0071014]; prespliceosome [GO:0071010]; Prp19 complex [GO:0000974]		catalytic step 1 spliceosome [GO:0071012]; catalytic step 2 spliceosome [GO:0071013]; membrane [GO:0016020]; post-mRNA release spliceosomal complex [GO:0071014]; prespliceosome [GO:0071010]; Prp19 complex [GO:0000974]; blastocyst development [GO:0001824]; cerebral cortex development [GO:0021987]; generation of catalytic spliceosome for first transesterification step [GO:0000349]; transcription, DNA-templated [GO:0006351]; transcription-coupled nucleotide-excision repair [GO:0006283]	GO:0000349; GO:0000974; GO:0001824; GO:0006283; GO:0006351; GO:0016020; GO:0021987; GO:0071010; GO:0071012; GO:0071013; GO:0071014
